generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5
0,100,48,1628,405.5,321.08,-11.1863,3.78541,-4.56444,-6.47957,-3.48825,-2.7005
1,200,212,33987,9078.7,8367.59,-9.27819,5.80355,-4.24787,-12.6998,-7.56879,-3.47281
2,300,660,73857,24625,19232.2,-8.37825,4.97334,-3.78466,-14.2003,-11.7921,-6.95717
3,400,179,66968,21164.2,19791.7,-9.3507,4.55227,-4.4007,-12.4426,-12.938,-7.75634
4,500,1471,71960,20008.7,15959.8,-9.25584,5.46991,-4.90428,-13.5008,-14.0288,-6.59244
5,600,255,156619,33050,37163.9,-10.0393,5.1365,-5.74837,-17.067,-14.9323,-7.91106
6,700,179,90921,24346.8,19333.8,-11.7388,3.86025,-5.79251,-17.062,-14.6616,-8.14158
7,800,100,95232,26283.2,21568.6,-11.0957,4.75434,-5.54413,-16.8652,-15.6391,-8.06356
8,900,123,158072,40055,36550.3,-10.3133,4.546,-6.44296,-17.6808,-16.7955,-8.75365
9,1000,491,83413,24805.3,23711.6,-10.4821,4.41017,-6.94026,-18.6539,-16.2149,-8.50786
10,1100,1245,83764,20209.6,18455.5,-10.6169,4.61298,-5.91905,-18.879,-17.6216,-8.47317
11,1200,945,107761,26841.2,22423.2,-10.9073,5.59596,-5.82806,-18.775,-18.289,-8.94202
12,1300,3499,78307,26276.8,20045.4,-10.5432,4.46361,-6.42505,-19.397,-21.1958,-9.77821
13,1400,1509,144373,29480.7,31144.2,-10.0872,4.89269,-7.0472,-18.459,-19.9923,-9.04493
14,1500,333,130779,35436.6,33456.1,-10.5956,6.10734,-7.21924,-19.3496,-19.4183,-8.70633
15,1600,1027,75064,17207.3,17297,-11.0044,7.51802,-6.90006,-22.8206,-21.5099,-9.76644
16,1700,1066,93169,27935.5,25143.9,-10.6812,7.52182,-8.26717,-23.459,-20.3916,-10.7434
17,1800,3547,136580,40187.6,32890.7,-12.5522,7.70065,-8.74524,-25.1376,-18.5118,-9.75176
18,1900,2187,114457,26504.9,31097.4,-11.2961,7.65205,-8.41059,-25.4606,-21.7571,-10.4384
19,2000,4334,103847,27892.2,25356.7,-12.365,7.48384,-9.34948,-26.6626,-16.4573,-9.797
20,2100,80,132969,32466.5,35432.6,-13.2763,7.35484,-9.4402,-28.1077,-17.8045,-9.14815
21,2200,382,92925,34667,26046.1,-13.6827,6.66071,-8.30973,-27.6214,-14.9589,-9.61203
22,2300,113,84160,31586.3,24344.6,-13.951,4.8585,-8.50344,-28.3389,-15.2502,-10.0647
23,2400,774,91968,26410.2,22863.1,-14.6608,3.81015,-8.28306,-28.5037,-14.8417,-10.1255
24,2500,2426,105943,30229.4,24623.6,-14.6706,4.1057,-8.59792,-28.2811,-17.0323,-10.0823
25,2600,1191,131526,26092.7,28116.3,-13.9619,3.87766,-7.76366,-26.8685,-17.2969,-11.0361
26,2700,188,130197,23838.9,30426.2,-14.2131,2.46769,-8.63195,-28.7171,-15.9096,-10.9167
27,2800,632,77627,21641,18904.7,-16.997,2.98489,-9.76636,-31.2137,-16.1567,-10.3195
28,2900,43,199752,27237.5,38782.7,-16.5212,3.23861,-9.18235,-33.1008,-15.4277,-11.0391
29,3000,2316,122158,25340.9,28276.5,-17.0582,6.8941,-8.94916,-33.8701,-16.8596,-9.96335
30,3100,3478,125840,33628.1,32679.1,-14.776,6.76468,-9.99004,-35.1412,-18.7629,-11.2671
31,3200,1415,127240,30726.7,26798.4,-15.6448,6.04718,-9.16516,-34.7926,-17.6399,-11.5436
32,3300,84,182599,33260.5,46398.2,-17.0067,7.51371,-9.43601,-36.0953,-18.8572,-11.6756
33,3400,354,157545,38458.3,42503.5,-15.425,7.72645,-10.1396,-35.1576,-19.3892,-12.3866
34,3500,450,75127,19826.8,15931.9,-14.1281,7.22651,-11.4672,-36.0835,-16.8257,-11.1086
35,3600,161,55838,23527.9,18427.8,-14.4621,8.94385,-11.9737,-36.6012,-17.7526,-9.49506
36,3700,204,85356,27855.2,23386.2,-14.0274,7.0789,-11.0985,-35.5572,-17.9116,-11.1343
37,3800,453,62668,23540.9,18943.8,-12.7651,8.93557,-10.5081,-37.4655,-17.6026,-12.8094
38,3900,1267,79594,28792.3,22839.4,-13.3935,7.6995,-10.1452,-36.2982,-17.778,-11.8747
39,4000,936,96155,28076.7,22989.9,-13.9058,7.76275,-9.84593,-35.5451,-18.3238,-11.1413
40,4100,247,105359,30400,30787.8,-14.2265,7.06241,-11.3315,-34.3098,-18.4093,-11.0385
41,4200,350,98862,30972.9,24691.9,-15.2371,7.65903,-10.1438,-34.5904,-21.1981,-11.1667
42,4300,2003,72294,29249,19855.4,-14.8295,6.91536,-10.6536,-36.402,-23.4821,-10.8585
43,4400,375,80105,23461.3,20399.3,-15.4172,5.60144,-11.5938,-36.2145,-22.9281,-11.5543
44,4500,1911,96357,33749.3,28637.5,-15.8205,6.21261,-11.2747,-34.6274,-22.293,-11.177
45,4600,678,94229,30174.7,26768.6,-16.0849,7.55004,-11.8504,-35.5501,-21.1956,-12.0136
46,4700,476,168786,38486.7,35931.9,-15.6147,6.11039,-12.1737,-36.1932,-21.4393,-12.4246
47,4800,496,127423,34900.9,37455.7,-16.574,6.3565,-12.3838,-36.2861,-21.3297,-12.3205
48,4900,2150,79713,19023.4,18501.3,-16.4149,5.93839,-12.3721,-38.0689,-22.8182,-12.8422
49,5000,563,133231,29179.2,30674.4,-17.2126,6.57675,-10.9855,-37.2569,-22.1439,-14.1245
50,5100,625,118702,31338.2,31545.8,-18.0661,6.77646,-11.3423,-35.5843,-21.5648,-15.3499
51,5200,1350,65907,27596.4,19637.8,-17.0621,6.46142,-11.4233,-36.0667,-22.183,-15.0389
52,5300,884,94043,33352.2,26075.7,-17.0636,7.19734,-11.7963,-36.9905,-21.8547,-14.4024
53,5400,138,87276,29198.8,27879.4,-17.0995,6.89115,-11.4837,-38.3453,-21.3705,-14.2309
54,5500,1723,195281,32698.9,40988.1,-19.5727,7.04493,-10.4872,-38.9687,-20.396,-13.6866
55,5600,874,93456,25081,22776.5,-18.3889,6.08249,-10.4898,-37.777,-19.0507,-13.8123
56,5700,1454,127488,24610.5,29025.5,-18.2722,6.13289,-11.8193,-37.1788,-20.1393,-12.545
57,5800,518,145121,27434,33707.5,-17.3726,5.78339,-11.6316,-35.6936,-21.8262,-12.575
58,5900,506,165827,36638.8,37827.9,-17.7022,5.985,-11.3288,-37.3629,-20.3814,-13.1308
59,6000,1099,141029,40255,39338.6,-17.7921,4.94506,-10.5553,-37.2547,-21.6577,-14.1047
60,6100,189,127074,36166.8,37032.7,-19.686,5.07008,-10.6456,-39.0738,-21.3115,-13.6513
61,6200,630,121990,30075.6,30000.1,-20.9215,6.3164,-10.5281,-39.2709,-20.0432,-13.4833
62,6300,1135,137759,29508.1,32033,-19.7069,5.18804,-10.2859,-40.2913,-19.6746,-14.1696
63,6400,4264,102871,29278.4,23893.2,-21.0814,4.15391,-10.9967,-40.0602,-20.8845,-14.6227
64,6500,471,173241,37376.7,40170.5,-20.5334,5.29717,-12.0302,-40.8625,-19.9697,-13.907
65,6600,326,198529,23767.2,36286.3,-19.2876,9.09685,-12.4241,-41.4541,-21.8516,-14.8533
