generation,agents,minScore,maxScore,meanScore,standardDeviation,stepSize,w0,w1,w2,w3,w4,w5
0,6,0,2,0.133333,0.434172,1.00128,-0.443881,1.0072,0.708155,1.19427,-0.226161,-1.44085
1,12,27,218,94.1,45.1452,1.00618,-0.378512,0.450809,-1.06895,0.199558,-1.89385,-0.730292
2,18,41,1342,262.8,254.972,1.05816,-1.41715,0.164512,-1.85915,-1.32849,-1.67631,-0.54827
3,24,147,2917,887.8,731.007,1.13811,-1.45328,-0.219398,-2.03741,-1.87007,-3.22963,-0.866283
4,30,59,38620,6727.1,8047.53,1.17153,-1.28067,0.0522085,-1.37746,-1.92059,-4.17794,-0.659411
5,36,1186,79862,18696.3,20230.7,1.22005,-1.80386,0.570873,-1.54455,-2.08391,-5.16368,-1.50575
6,42,993,89878,24093.5,20225.5,1.2476,-2.34373,0.82019,-0.903439,-2.0041,-5.83691,-1.69429
7,48,238,47153,10333.4,11309.9,1.25878,-0.888233,1.86555,-1.19876,-3.30783,-5.05768,-1.38879
8,54,128,5166,1740.33,1474.72,1.20223,-1.48281,1.74265,-0.695745,-3.40394,-5.68773,-0.831413
9,60,152,7428,3041.13,2049.98,1.18187,-1.95528,2.73271,-1.48321,-3.85123,-5.78181,-0.51052
10,66,516,58856,20310.3,17952.3,1.22303,-2.06654,3.5806,-1.98638,-4.76864,-6.60744,-1.59905
11,72,135,53280,14202,12101.6,1.35732,-1.71669,5.14418,-2.6056,-5.11258,-7.17091,-2.5123
12,78,355,39697,11738.1,10830.3,1.34961,-1.79927,5.0293,-3.10262,-4.61739,-7.20554,-1.7796
13,84,388,54757,12843,13455.3,1.4134,-3.22103,4.96266,-4.375,-6.30305,-8.93562,-2.21976
14,90,784,40459,16257.7,11732.1,1.27025,-2.85401,3.78637,-3.16046,-4.84981,-7.8586,-2.74945
15,96,179,47191,14335.5,13540.1,1.29154,-2.75179,5.66887,-3.89134,-7.56973,-8.22002,-1.99938
16,102,166,62984,10705.5,12384.4,1.33148,-1.68308,6.98666,-3.385,-7.73058,-8.04432,-2.3872
17,108,1769,84769,16781.4,15715.3,1.1282,-2.38624,5.4206,-3.16106,-5.47497,-7.41687,-2.47896
18,114,146,50067,9277.4,10756.6,0.998474,-1.63091,5.10209,-3.67155,-5.61327,-7.20561,-1.99859
19,120,158,49227,6610.33,9295.46,0.934014,-2.43465,5.7797,-4.40976,-5.99705,-7.71416,-1.60409
20,126,1413,69103,19770.1,19238.7,0.856861,-3.07287,5.52995,-3.74424,-6.2522,-8.04348,-2.61451
21,132,657,52283,13568,11489.6,0.839076,-3.51062,5.50048,-4.58818,-6.8737,-8.73022,-2.96502
22,138,354,61986,16054.4,17514.5,0.869188,-3.24749,4.35493,-2.42931,-5.53056,-7.39189,-1.9933
23,144,375,57414,14786,12608.3,0.891047,-2.99256,5.13689,-2.37986,-5.57276,-5.9536,-2.00729
24,150,134,56055,12865.8,14485.6,0.878672,-3.38273,4.95419,-2.52913,-5.06033,-6.358,-3.09368
25,156,536,74218,11865,14468.2,0.795173,-3.14101,5.93074,-3.41505,-5.5622,-6.74806,-2.65035
26,162,263,38444,9986.37,9045.96,0.728375,-2.67127,5.77489,-3.62779,-5.42902,-6.91791,-3.10707
27,168,200,31053,5109.83,6463.47,0.722305,-2.67446,5.84784,-4.34364,-5.69891,-6.99901,-3.61507
28,174,542,20296,5922.5,4909.25,0.666256,-3.36704,5.68996,-4.13007,-5.27291,-7.1382,-3.29709
29,180,281,21076,3942.97,4499.98,0.629348,-3.0603,6.14701,-4.17059,-5.20645,-7.43655,-3.77099
30,186,200,10166,3193.4,2622.37,0.612427,-2.2796,6.24901,-3.81435,-5.00805,-6.97032,-3.59751
31,192,248,21594,6571.43,6230.92,0.597224,-2.22397,6.57426,-3.48802,-5.38841,-7.06102,-3.10935
32,198,181,19648,5057.77,5328.71,0.619668,-1.57015,6.37984,-3.40206,-5.43913,-6.62675,-2.58412
33,204,496,27836,7106.27,7828.07,0.612494,-1.68207,6.3071,-3.20057,-5.61075,-6.55836,-2.25889
34,210,417,19109,6567.33,4944.56,0.592053,-1.43512,6.57199,-3.24923,-5.92602,-6.50661,-2.5556
35,216,806,41377,9844.23,9072.96,0.587551,-1.51607,6.67859,-2.89405,-6.14659,-6.81779,-2.13313
36,222,215,79918,14921.4,16631.6,0.590077,-1.67777,7.05285,-2.80533,-6.42526,-6.46853,-2.06761
37,228,1635,24492,9021.43,7188.99,0.55012,-2.01875,6.97013,-2.80305,-6.10815,-6.51461,-2.60967
38,234,138,63598,9650.8,12543.1,0.522857,-2.41592,6.87941,-2.84246,-6.39666,-6.86854,-2.56349
39,240,567,50719,11781.2,12881.6,0.488446,-2.41539,6.73478,-2.9162,-6.49151,-6.54169,-2.47642
40,246,302,45646,11237.3,10739.7,0.505018,-2.74243,6.93876,-3.16876,-6.97576,-6.59022,-2.60311
41,252,1015,44614,12970,11400.7,0.486023,-2.50186,6.61084,-2.9742,-6.84415,-6.42418,-2.65215
42,258,358,51591,14461.4,11989.2,0.48445,-2.78721,6.86196,-2.89209,-7.00987,-6.47181,-2.98108
43,264,390,59618,12348.6,14679.2,0.459492,-2.65886,6.96901,-3.42481,-7.22962,-6.57347,-2.87142
44,270,659,42356,15211.4,12537.1,0.46863,-2.89705,7.2452,-3.71812,-7.63814,-7.01486,-3.26268
45,276,1090,40129,13245.5,12973.1,0.468715,-2.9979,7.14149,-3.58648,-7.92924,-6.87078,-3.13834
