generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5
0,100,65,1030,357.433,271.789,-7.42558,3.63723,-6.96688,-8.32403,-6.0911,-9.59954
1,200,1387,122574,25562.1,26812.1,-8.71019,6.82041,-5.4395,-11.8895,-15.6374,-7.55208
2,300,250,99226,23666.2,25156.5,-8.08332,8.92345,-5.66085,-13.3172,-14.3639,-6.89486
3,400,776,124651,22550.6,27219.9,-8.54558,8.62803,-5.5693,-15.4401,-15.5211,-7.01412
4,500,421,78189,23347,20658.3,-8.87113,6.96998,-5.40049,-18.3486,-15.7097,-6.83714
5,600,1461,150784,24510.9,33308.1,-8.746,4.4138,-6.08523,-19.4086,-14.8129,-7.1639
6,700,1407,69539,24363.2,19494.3,-8.04744,6.38002,-6.26063,-19.3333,-13.6753,-7.47422
7,800,624,94347,27959.9,22459.3,-8.23116,5.94409,-7.03606,-19.9455,-14.9114,-7.10489
8,900,172,113397,32947.9,28631.2,-7.96422,4.79104,-7.25589,-22.3433,-15.9014,-7.13699
9,1000,208,160231,34528.6,37321,-8.4351,6.14572,-7.54467,-22.09,-16.5614,-7.07618
10,1100,397,81352,22224.2,20145.9,-9.53173,6.55837,-7.46629,-22.3158,-14.3725,-7.72156
11,1200,108,105934,30467.9,28111.4,-9.68999,8.37682,-7.78373,-22.4718,-16.2415,-8.38088
12,1300,720,134263,20887.7,30644.5,-11.0091,7.88626,-7.45233,-21.4718,-18.7068,-8.15906
13,1400,2533,153337,29996,30130.9,-11.0624,8.43509,-7.23668,-23.1857,-19.9316,-9.15576
14,1500,1399,106701,22791.8,22129.2,-12.437,9.47203,-7.68342,-24.0937,-20.7192,-9.64502
15,1600,393,127314,28812.8,30008.3,-11.7985,8.94651,-8.52334,-24.4895,-22.2767,-10.4699
16,1700,1312,90556,27202,23361.1,-13.8445,8.46581,-9.17816,-25.4214,-23.2542,-10.6614
17,1800,1464,123086,28550.2,28799.5,-14.1448,8.03774,-9.04586,-25.4916,-22.6729,-11.2882
18,1900,1802,91303,27387.5,22899.4,-13.2426,8.38911,-8.03967,-24.7153,-26.0065,-11.3067
19,2000,102,109948,25415.7,26060.8,-12.3694,7.79386,-8.35392,-25.1232,-24.8578,-10.655
20,2100,292,90857,28779.7,22122.8,-11.9702,7.01387,-8.69914,-25.2308,-23.0908,-10.9906
21,2200,390,105373,28184.2,28932.3,-11.4754,9.15768,-8.9651,-24.6785,-24.6953,-11.1596
22,2300,278,100131,23748.5,26869.2,-10.5079,9.75935,-8.76516,-25.2884,-21.5564,-9.97546
23,2400,1087,146027,26582,30650.4,-11.0905,10.8646,-9.02431,-25.8383,-24.6426,-10.0956
24,2500,1921,79731,27862.3,23460.9,-12.4856,11.3753,-10.051,-24.5768,-29.0576,-10.6235
25,2600,2307,106878,33002.3,26152.6,-12.9532,13.2442,-10.2047,-25.6081,-30.0453,-10.4795
26,2700,148,112091,35952.9,31457.6,-12.3354,13.6766,-10.2115,-26.2225,-31.0606,-12.0414
27,2800,464,162830,34683.8,40094.7,-12.372,13.7371,-11.2285,-27.314,-32.5719,-11.6497
28,2900,429,64055,21614.6,17695.5,-12.3789,12.0971,-12.1888,-29.0481,-30.779,-9.87805
29,3000,156,123673,28994.8,27305,-13.0853,11.7768,-11.5122,-26.3539,-32.4999,-11.7463
30,3100,26,175600,34069.7,35629.2,-12.535,13.3127,-10.9347,-26.5337,-32.7362,-11.2174
31,3200,815,254792,36847.3,51520.6,-12.4563,14.2956,-11.4713,-25.0346,-33.196,-11.0115
32,3300,1142,94848,22684,27183.3,-12.2084,13.3517,-12.1397,-28.6947,-31.1354,-11.2774
33,3400,1445,189445,36874.9,37060.7,-13.7015,13.3101,-11.4789,-29.6496,-32.5124,-12.857
34,3500,503,133650,37890.4,35888.9,-13.9106,13.5947,-11.5667,-28.8352,-33.6217,-12.2
35,3600,669,153404,25139.8,31395.2,-13.4645,14.3775,-11.8083,-28.0158,-34.3191,-11.1574
36,3700,206,102655,28917.3,26329.7,-13.9187,14.9518,-11.2649,-31.3988,-34.5257,-12.2501
37,3800,1192,159664,46927,42078.5,-12.8166,13.6994,-11.6064,-31.1771,-33.7157,-12.0135
38,3900,454,105849,21287.5,21123.6,-13.5585,14.7326,-11.1491,-32.727,-32.7223,-13.151
39,4000,402,91767,28631.1,23029.1,-14.6094,14.2212,-11.2804,-30.5553,-31.9177,-12.9045
40,4100,138,105434,20601.8,21476.6,-13.9122,15.6557,-12.8358,-31.5566,-31.7963,-12.1354
41,4200,1243,117511,27321.1,25163.5,-13.2128,14.4401,-11.9268,-32.9764,-32.445,-12.7697
42,4300,78,101574,24136.8,28697.5,-14.1188,15.5513,-11.2142,-31.6694,-29.6483,-12.5258
43,4400,1629,138173,42243.7,35811.2,-13.0235,15.4614,-11.6988,-31.0483,-29.0037,-12.1416
44,4500,803,87569,27507.6,24770.6,-14.7173,13.6654,-12.3686,-31.1608,-28.0104,-12.6264
45,4600,445,77985,23788.6,19192.8,-16.2502,14.4877,-11.2968,-32.2848,-28.4919,-13.9913
46,4700,503,184406,37595.9,42859.4,-16.0679,13.9001,-11.5104,-33.0714,-29.6586,-14.3681
47,4800,690,155336,31147.6,36984.5,-16.4122,13.7077,-11.6745,-34.2245,-28.8954,-14.3968
48,4900,116,149406,31380.1,29796.9,-15.9545,13.9909,-11.795,-32.299,-33.4055,-14.8943
49,5000,1415,135244,25920.5,27293.4,-15.8722,13.8517,-11.8606,-32.7149,-34.4673,-14.8696
50,5100,423,210704,35036,43729.5,-14.1977,14.6615,-12.7753,-31.3805,-34.07,-13.4749
51,5200,2569,159936,30498.6,33636.8,-14.1083,13.3437,-13.683,-32.3164,-33.7421,-12.804
52,5300,2700,84018,28107.3,21875.8,-12.8619,14.5256,-12.404,-32.5503,-33.2041,-13.3231
53,5400,2609,87591,23369.1,22451,-13.0496,15.0014,-13.0526,-32.5187,-34.3819,-13.1457
54,5500,250,129412,27001,27492.5,-13.3321,16.4699,-12.6374,-34.2305,-33.6065,-13.8917
