generation,agents,minScore,maxScore,meanScore,standardDeviation,stepSize,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21
0,13,0,2,0.1,0.402578,0.928848,-0.826347,0.566366,-0.399288,0.31622,-0.116248,0.0145936,-0.823088,-0.409957,-0.0699545,-0.406164,0.14127,0.406944,-0.424715,0.191736,0.951658,0.159748,-0.725085,-0.277989,-0.408013,-0.504565,0.0829245,0.373314
1,26,0,3,0.666667,0.994236,0.888398,-0.767597,0.809146,-0.586425,-0.662219,0.350364,0.426996,-0.814761,0.014954,0.238075,-1.25632,-0.582246,-0.0284275,0.104083,-0.000468006,0.886338,-0.162867,-0.219456,-0.383124,-1.38503,-0.737009,0.901346,0.0280423
2,39,0,4,0.7,1.1188,0.87526,-0.169393,0.487004,-0.991821,-1.16096,0.21574,0.629895,-0.894502,0.118145,0.627133,-1.84315,-1.31997,-0.175302,0.461348,0.405888,1.22993,-0.479265,-1.37965,0.146244,-0.746251,-1.00698,1.04805,-0.311148
3,52,0,4,1.3,1.317,0.888407,-0.419291,0.941675,-1.27619,-1.45291,0.134298,0.940901,-0.588156,0.139723,1.22714,-2.80733,-0.541693,0.174498,-0.0485919,0.970553,1.33817,-0.436188,-1.78264,-0.433,-0.88535,-1.85393,1.3275,-0.564671
4,65,0,4,1.03333,1.09807,0.911093,-0.130794,1.52893,-1.05164,-1.56553,-0.804128,-0.164965,-0.240512,-0.899572,0.991426,-3.28909,-0.807945,0.556394,0.326639,0.454457,1.17799,-0.516114,-1.82356,-1.12976,-1.34493,-1.98236,2.10705,-0.609184
5,78,0,8,2.33333,1.98847,0.941864,-0.392343,1.22501,-0.633101,-1.69259,-0.741648,-0.435252,0.17982,-1.44384,0.632002,-3.4177,-1.81322,0.33727,-0.767656,0.503874,0.89491,-0.495668,-1.4962,-1.27223,-0.938241,-1.98026,3.09359,-1.5379
6,91,0,7,1.86667,1.96053,0.960096,-0.758434,1.28065,-0.740115,-1.30529,0.0554175,-0.475954,0.0323591,-1.99586,0.183687,-3.58105,-1.3055,0.113077,-0.651351,0.52215,0.446078,0.179387,-1.22889,-1.56882,-0.630233,-2.36698,3.70511,-1.36014
7,104,0,16,5.83333,4.36351,0.962817,-0.810314,0.646682,-0.534879,-1.36665,-0.203029,-0.923638,0.142092,-1.68243,0.154107,-3.69981,-1.03334,0.374223,-0.919067,0.270672,-0.214711,-0.577266,-1.82947,-1.79547,-0.397982,-2.75085,2.97718,-2.20607
8,117,0,19,7.1,4.80194,0.966473,-0.755955,1.05667,-1.2203,-0.838264,-0.651363,-0.576489,0.782455,-1.94778,0.17928,-3.34388,-0.738968,-1.06433,-0.354179,-0.0251083,-0.920537,-0.916636,-0.613018,-1.82654,-0.232103,-3.10159,2.28915,-2.67444
9,130,1,20,6.03333,4.34292,0.990745,-1.12558,0.545913,-0.841695,-1.04722,-1.2981,-0.376442,0.704501,-2.20525,-0.012342,-4.08477,-0.0928485,-1.28155,0.159887,-0.0875846,-1.16497,-0.0453715,-0.783231,-2.48603,-0.0578506,-2.72882,1.9634,-3.82492
10,143,1,32,12.4667,8.01608,0.990081,-1.48058,0.591138,-0.45562,-1.23875,-1.0947,-1.00527,0.174216,-1.81653,-0.764327,-3.6684,0.351576,-1.26664,0.021305,-0.588726,-0.556185,-0.808139,-0.585139,-2.2015,0.349328,-2.51905,1.75335,-4.07154
11,156,0,32,13.5333,7.95562,0.99663,-1.47688,1.30844,-0.487378,-0.848848,-2.04944,-0.987253,0.209336,-2.53916,-0.376374,-3.23817,0.667179,-1.48046,-0.864902,-0.110436,-0.870943,-0.0734694,-0.237397,-2.16553,-0.398453,-2.66801,2.05406,-4.87012
12,169,0,24,12.5667,6.19612,1.01269,-0.825494,2.13621,-0.851191,-1.01829,-1.11911,-1.56287,0.031631,-3.17546,-0.577958,-3.95384,0.560569,-2.48897,-0.913906,0.281719,-1.46808,-0.482416,-0.599051,-1.75805,0.00192008,-1.924,2.64727,-5.26397
13,182,1,16,8.23333,4.37614,0.992783,-0.432479,1.82734,-1.05811,-0.245652,-2.03709,-2.61189,0.272519,-2.4522,0.125858,-4.48299,-0.327607,-1.59546,-0.476638,0.190263,-0.996611,-0.716002,-0.757662,-1.83073,-0.238509,-2.07996,2.20483,-4.8847
14,195,1,19,7.1,4.2617,1.02979,0.0701623,2.07439,-0.928896,-0.67631,-2.96184,-3.13053,0.568723,-3.52039,0.208796,-5.23065,-1.47478,-0.671068,-0.385614,0.25736,-0.610156,-1.57787,-1.18205,-2.06222,0.137004,-2.50766,3.13246,-6.51682
15,208,4,36,13.5333,6.79621,1.04627,0.350401,2.03732,-1.49323,-0.381209,-2.70505,-3.67327,-0.215022,-3.69009,-0.0270223,-5.01166,-0.730495,-0.870753,0.0396922,-0.00157794,-1.12242,-1.68518,-1.6121,-2.68242,-0.138447,-2.93313,3.23351,-6.54546
16,221,2,24,10.2333,6.24049,1.05278,0.0838884,2.55316,-0.58679,-0.946491,-2.74194,-3.81425,-0.252288,-4.3477,0.51324,-5.1643,-0.462811,-0.735963,-0.899382,0.152308,-1.8851,-2.0158,-1.8121,-2.48152,0.559921,-2.72863,4.08095,-6.21376
17,234,1,23,9.86667,4.92519,1.03831,0.55615,2.68765,-1.30989,-1.84988,-2.86934,-3.18136,0.30796,-3.60346,0.578253,-5.52917,-0.540061,-0.76818,-0.777277,-0.06456,-1.80801,-2.00539,-2.40241,-2.82461,0.360547,-3.96058,3.52175,-6.43037
18,247,1,24,12.4,5.68483,1.02671,0.166877,2.64585,-2.12249,-1.16451,-2.94584,-3.61971,0.499652,-3.88209,0.430388,-6.04523,-0.192115,-0.906369,-0.81633,-0.298258,-1.84412,-2.2129,-2.45106,-3.50405,0.107355,-3.13804,3.73974,-7.63847
19,260,0,30,12.2,6.764,1.05804,0.347159,2.43085,-2.45246,-1.03693,-4.24813,-4.03743,-0.0466497,-4.02804,0.859552,-6.59175,-0.245399,-0.892566,-0.869876,-0.490154,-1.87291,-2.62679,-3.24475,-3.03213,0.588949,-2.95631,4.22418,-9.49227
20,273,3,40,19.9333,9.86087,1.08594,1.22859,1.7761,-1.50223,-0.555724,-3.28154,-3.10321,-0.103916,-4.25799,0.333939,-7.03354,-0.253663,-1.52874,-1.00008,-1.25897,-1.65415,-2.69305,-3.47725,-2.08684,-0.0612721,-2.18613,3.80708,-10.1918
21,286,5,50,22.8333,12.2308,1.09366,0.621924,1.95339,-1.96195,-1.7406,-3.61588,-2.68648,-0.221463,-4.27632,0.525433,-6.24871,-0.947204,-0.38457,-1.25661,-0.784948,-1.04999,-2.1955,-3.67033,-0.948873,-0.469344,-3.35919,3.54709,-10.391
22,299,5,57,22.4,11.2697,1.07182,0.585607,2.22093,-0.912319,-2.48876,-3.03005,-1.86274,-0.112204,-4.36788,0.0791784,-6.61843,-0.413617,-1.03589,-1.23972,-1.02862,-0.911924,-2.47004,-3.66863,-1.28397,-0.339858,-3.57524,3.91182,-9.94458
23,312,9,54,23.6333,12.9654,1.08179,0.646528,2.31184,-0.686265,-3.29698,-3.11889,-1.87765,-0.50803,-4.29218,0.156222,-7.24052,0.336242,-1.97127,-1.61382,-2.22735,-1.45279,-1.56595,-3.66918,-1.37023,-0.956056,-3.24952,3.40465,-10.6562
24,325,4,128,43.9667,27.585,1.12217,0.256806,2.00815,-1.15991,-4.07579,-2.85942,-2.3957,-0.7746,-4.49281,0.408017,-6.95324,0.902273,-1.87863,-2.90165,-2.77164,-2.50102,-2.62668,-3.30863,-1.61028,-0.226766,-3.81031,3.26817,-12.3376
25,338,14,131,57.7,27.2551,1.14012,0.372582,2.55563,-1.56686,-3.5558,-2.54538,-2.58273,-1.35509,-4.15818,0.923505,-7.04505,1.1083,-2.24446,-3.31987,-2.01707,-3.08869,-1.63888,-3.60917,-1.33307,-0.466148,-4.21133,2.7537,-12.3723
26,351,35,273,116.333,65.5325,1.18203,-0.899189,1.51638,-1.34309,-2.87023,-1.19759,-2.13149,-0.883613,-3.53178,0.940847,-6.3331,1.42523,-2.33005,-4.92118,-1.59377,-3.06329,-1.77925,-4.11605,-1.94255,-2.05945,-3.1834,2.00621,-11.7655
27,364,5,294,120.633,78.9629,1.21126,-0.0945674,1.35769,-1.94485,-3.13761,-0.828189,-2.22344,-0.617443,-3.532,1.11838,-6.43682,1.68908,-1.80317,-5.21672,-2.5895,-3.40192,-1.98572,-3.94619,-3.14218,-2.13828,-2.8997,3.54241,-12.1955
28,377,13,191,85.5,43.4549,1.2123,0.57954,1.66394,-1.16003,-3.76762,-1.8177,-3.12875,-0.816282,-3.99376,0.441874,-6.70025,2.60377,-2.13208,-5.35837,-1.91871,-3.32602,-1.21295,-3.27107,-3.48381,-2.10214,-2.75455,3.59441,-12.4561
29,390,38,190,80.4667,36.877,1.2234,0.585215,1.70102,-0.0334257,-3.75515,-2.21155,-3.60852,-0.315603,-4.28258,0.514833,-6.34117,2.90485,-1.75818,-5.89191,-1.93674,-3.32365,-1.26529,-3.27423,-4.18956,-3.07655,-3.47941,3.00731,-12.4746
30,403,14,129,64.7667,32.0696,1.21586,-0.568454,2.67199,-0.626767,-4.09605,-2.63393,-3.01861,0.918936,-4.00806,1.24869,-7.04613,2.7493,-1.87836,-5.33616,-1.53728,-3.74585,-1.57829,-2.92955,-5.31817,-2.60849,-3.69841,3.05412,-12.7973
