generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5
0,100,42,302,131.8,70.7703,-8.56481,0.769538,-6.49124,-6.68166,-3.17556,-9.81104
1,200,183,13357,2782.13,3560.82,-13.5008,2.89785,-7.02176,-12.4175,-9.58656,-8.06605
2,300,90,46922,10247.9,9617.91,-13.4209,2.28496,-5.00174,-14.4321,-11.3819,-8.774
3,400,1921,84844,23394.5,23176.5,-11.7693,2.32928,-4.69458,-15.463,-12,-8.41211
4,500,58,78032,19090.1,18898.6,-11.6211,2.89657,-5.16369,-15.8295,-12.1894,-8.14289
5,600,430,128301,23130,24714.2,-12.3956,3.09105,-5.22026,-16.3223,-13.0752,-7.82418
6,700,296,85123,27241.9,22460.9,-11.8536,3.28041,-5.49109,-16.8316,-13.3333,-7.73539
7,800,377,72849,20172.5,17989.1,-11.6181,3.03202,-5.16917,-16.8473,-13.6647,-7.38185
8,900,283,169103,25774.8,35752.7,-10.6559,3.49001,-5.49013,-16.8469,-14.3024,-7.53498
9,1000,513,119062,27466.2,31901.4,-11.0513,3.95019,-5.42267,-16.7411,-16.2858,-7.51835
10,1100,2265,107255,27060.9,23224.6,-10.4461,4.09316,-5.66716,-16.888,-15.9564,-7.57781
11,1200,3810,103921,25829,23368.8,-9.98644,3.98361,-5.54552,-16.8882,-14.3363,-7.5212
12,1300,647,92207,30864.7,26372.2,-9.9317,3.87739,-5.79915,-16.9035,-13.9333,-7.46874
13,1400,4856,83308,30420.2,23341.3,-9.80354,3.7873,-5.52686,-16.8754,-14.2236,-7.50956
14,1500,2242,124657,21740.2,25296,-9.44702,3.89596,-5.60758,-16.8613,-14.7001,-7.57469
15,1600,1411,170953,32774.4,35047.7,-9.1928,4.03441,-5.56123,-16.8834,-14.4358,-7.51479
16,1700,769,160040,33495.2,32746.8,-9.26933,3.94781,-5.49274,-16.8982,-15.3907,-7.43427
17,1800,1448,138390,31792,34264.6,-9.30051,3.95386,-5.48064,-16.8447,-15.3952,-7.54019
18,1900,168,136882,24285.8,29705,-9.25407,4.0046,-5.33919,-16.8926,-15.9319,-7.62464
