generation,agents,minScore,maxScore,meanScore,standardDeviation,stepSize,w0,w1,w2,w3,w4,w5
0,6,0,2,0.1,0.402578,0.915626,0.122109,0.340987,0.0206329,1.24744,0.111678,-0.588715
1,12,0,0,0,0,0.855371,-0.882524,-0.881507,0.309405,0.75031,-0.01164,-0.450714
2,18,0,1,0.166667,0.379049,0.809078,-1.24504,-0.72728,0.23494,1.19791,-0.582085,-0.71037
3,24,0,2,0.1,0.402578,0.775142,-1.00281,0.321368,0.842238,1.56434,-0.280724,-1.01447
4,30,0,2,0.3,0.534983,0.710084,-1.13259,0.220591,1.11339,1.25564,-0.574466,-0.458216
5,36,0,4,1.13333,0.860366,0.639552,-0.79649,0.00515516,1.21401,0.733076,-0.753563,-0.694084
6,42,1,13,4.7,3.13105,0.683863,-0.795329,-0.106261,1.28921,-0.638652,-0.887847,-0.946027
7,48,56,3678,748,787.041,0.758092,-1.0862,-0.435269,-0.00224713,-1.19322,-1.03536,-0.995703
8,54,69,8633,2327.63,2045.48,0.835086,-1.44511,0.0524662,-0.280377,-1.82646,-0.737888,-0.277744
9,60,156,7742,2130.17,1805.63,0.950635,-0.953916,-0.0825081,-1.28678,-2.97294,-0.526294,-0.238767
10,66,96,3968,1333.47,1033.21,1.08667,-1.9974,-0.661104,-1.80608,-4.26433,-0.528835,-0.551429
11,72,156,9788,2133.9,2237.94,1.17575,-1.78625,-0.940457,-1.23929,-4.77507,-1.06143,-1.84973
12,78,94,4951,1734.1,1208.87,1.18568,-2.01692,-0.831167,-1.69267,-5.19777,-0.171519,-1.56497
13,84,70,5366,1618.57,1242.31,1.15609,-2.22635,-1.0818,-2.09732,-5.59079,-0.641459,-2.06294
14,90,213,22123,5645.53,6059.54,1.18622,-1.98047,-0.606052,-2.17981,-5.89429,-2.40094,-2.22507
15,96,17,44960,12832.4,10836.3,1.21683,-1.86996,0.538347,-1.3998,-6.06854,-2.66459,-2.56527
16,102,723,65329,15936.5,15561.2,1.17575,-2.23177,0.351888,-2.27238,-6.20924,-3.00495,-2.12449
17,108,293,27296,7280.93,7200.07,1.25285,-2.58307,0.882229,-3.17115,-6.47331,-4.08703,-1.31265
18,114,95,28962,6097.8,6504.77,1.27569,-1.91375,1.61473,-3.63041,-7.98247,-3.65298,-1.82375
19,120,1035,88036,24923.6,21659,1.12001,-2.31638,0.177076,-2.09814,-6.6731,-3.58956,-2.22335
20,126,2174,62278,16644.8,13212.4,1.14135,-3.18153,-0.393526,-1.84973,-8.73223,-3.50929,-3.06902
21,132,520,45400,14326,11280.6,1.12268,-3.44677,0.345457,-0.680332,-6.11552,-3.88334,-2.45312
22,138,207,80634,14846.2,16304.3,1.04036,-3.11023,0.442313,-1.077,-8.05558,-3.46361,-2.80401
23,144,607,128421,20629.2,23525.7,0.996506,-2.95568,0.42731,-1.31587,-6.9148,-2.18573,-1.5899
24,150,989,43714,14062.2,12515,0.995992,-3.49223,-0.305499,-1.4457,-8.25725,-1.60003,-1.89654
25,156,132,129032,31915.9,31832,0.972638,-4.22874,0.673805,-1.87214,-8.61992,-2.92035,-2.01948
26,162,138,69804,19858.5,19450.9,0.997888,-4.76498,0.819628,-2.79216,-9.73301,-3.57971,-2.04868
27,168,125,89989,19685.6,24873.3,1.03122,-4.36929,1.77795,-3.52703,-10.0436,-3.24865,-2.01015
28,174,1366,93882,32068.4,23182.3,1.0233,-4.13511,2.15683,-2.44006,-9.3165,-2.91968,-2.60141
29,180,597,265033,29404.1,49783.2,0.991458,-4.70366,1.69847,-2.18425,-9.54687,-2.90215,-3.2017
30,186,1092,79984,18031.3,17665.3,0.903197,-4.90261,1.58806,-1.92768,-8.65926,-2.86128,-2.77238
31,192,81,81451,23674.1,23332.7,0.848127,-4.96632,1.81732,-1.70745,-9.40246,-2.448,-2.8614
32,198,666,61754,15579.4,13656,0.810784,-4.1557,1.49394,-1.80815,-9.55258,-1.92253,-3.21641
33,204,322,101937,20323.3,24642.1,0.772099,-4.58148,1.92261,-1.81342,-9.55632,-1.93964,-3.50838
34,210,240,66084,16761.5,15376.1,0.737581,-4.67033,1.9282,-1.87818,-9.68812,-1.71297,-3.72757
35,216,666,58903,15370.5,15718.9,0.668037,-4.83481,2.00397,-1.55916,-9.04204,-2.11999,-3.70265
36,222,507,59595,17373.2,14808.5,0.603549,-4.3625,1.86975,-1.84551,-8.6644,-1.7409,-3.44669
37,228,294,53224,13558.3,10939.6,0.570412,-4.5603,1.54906,-2.2239,-8.89796,-1.8942,-3.67602
38,234,1292,54028,15832.3,14435.4,0.598984,-5.21587,1.60711,-2.41212,-9.67656,-1.63833,-4.1203
39,240,1269,57059,13613.3,13057.6,0.575819,-4.74222,1.42012,-2.51637,-9.50637,-1.9456,-4.15485
40,246,677,85783,24408.6,20791.4,0.485122,-4.70678,1.74135,-2.36216,-9.52294,-2.00012,-3.92318
41,252,176,55751,17689.9,14320.2,0.461348,-4.9516,1.92975,-2.64405,-10.1149,-2.31315,-3.8043
42,258,147,60839,13260.1,14017.7,0.448713,-4.94635,1.70407,-2.3485,-9.77645,-2.36065,-3.42836
43,264,261,54399,19603.6,15100.9,0.450903,-5.09134,1.25324,-2.44394,-9.87409,-2.1786,-3.41317
44,270,433,83692,18967.8,17601.9,0.42897,-4.97938,1.39998,-2.39272,-9.95445,-2.49341,-3.35774
45,276,966,90622,27414.9,24897.1,0.436098,-4.69293,1.63594,-2.69017,-9.92511,-2.62086,-3.01545
46,282,1305,141963,22329.5,27899.3,0.435525,-4.84133,1.57354,-2.55893,-10.1485,-2.82542,-2.93324
47,288,433,99823,24040,23802.1,0.430592,-4.59163,1.34364,-2.5577,-9.63297,-2.63067,-2.72904
48,294,161,189493,31367.5,46606.8,0.439214,-4.41355,1.72488,-2.91796,-9.82825,-2.57458,-2.57147
49,300,1369,125489,24277.4,27498.9,0.447207,-4.27592,1.42177,-2.63244,-10.1852,-2.80099,-2.7341
50,306,1536,128720,21096.3,26738.1,0.413616,-4.30419,1.31904,-2.77555,-10.1003,-2.61717,-2.8961
51,312,1039,105925,24135.3,22200.2,0.363492,-4.47649,1.39786,-2.44741,-9.97904,-2.58241,-2.83013
52,318,1217,121228,33809.4,33223,0.354067,-4.29228,1.44558,-2.3608,-10.1804,-2.51272,-3.09653
53,324,545,44011,16103.8,13102,0.333808,-4.42745,1.46047,-2.3661,-10.2654,-2.33005,-3.15104
54,330,304,213208,32714.1,42532.6,0.321259,-4.38177,1.49875,-2.56573,-10.5348,-2.38469,-2.87472
55,336,930,100228,29342.5,29422.7,0.340717,-4.14402,1.87232,-2.31489,-9.97727,-2.60885,-2.73592
56,342,1439,63685,18512,15717.4,0.32868,-4.15209,1.62784,-2.20885,-9.9163,-2.63096,-2.65171
57,348,415,137414,22157.6,29958.6,0.311939,-4.05571,1.51118,-2.24543,-9.83659,-2.62394,-2.54484
58,354,290,106067,27068.1,22340.6,0.321865,-3.84799,1.32882,-2.17569,-9.86923,-2.68321,-2.67069
59,360,2173,71252,20115.2,17022.9,0.330153,-3.78664,1.14395,-2.34827,-9.94236,-2.55613,-2.68834
60,366,2273,117464,26107,24190.9,0.312567,-3.73223,1.1987,-2.29513,-9.84265,-2.5571,-2.61764
61,372,458,111792,28148.4,24204.7,0.358415,-3.7256,0.694961,-2.2265,-9.96032,-2.76732,-2.78228
62,378,34,90266,21686.9,23542.3,0.435221,-3.58756,0.549507,-2.2638,-10.1688,-3.19609,-2.64563
63,384,344,185844,30135.2,39133.6,0.468115,-3.45552,0.828148,-2.30866,-9.56733,-3.09474,-2.75293
64,390,1768,149598,30489.7,31758.9,0.437916,-3.92612,0.758134,-2.40635,-9.87949,-2.8079,-2.90567
65,396,778,83355,27847.6,24554,0.434293,-3.38938,0.805827,-2.19126,-9.50529,-3.09324,-2.32247
66,402,403,59030,15703.5,15738,0.4722,-3.27194,1.22023,-2.31186,-9.26283,-3.32155,-1.79715
