generation,agents,minScore,maxScore,meanScore,standardDeviation,stepSize,w0,w1,w2,w3,w4,w5
0,6,13,90,38.7333,16.5027,1.00339,-1.21533,-1.27862,-0.0649937,-0.576749,-1.09684,-0.841899
1,12,10,77,40.7333,18.1544,1.03919,-2.4611,-0.836766,-0.714729,0.0139787,-1.28385,-1.30843
2,18,10,124,52.5,24.7648,1.04613,-3.18504,-0.622328,-0.877888,-0.0963197,-1.32917,-1.26296
3,24,21,340,121.267,61.6486,1.09631,-3.38975,-0.441416,-1.71285,-0.524934,-2.76183,-0.783487
4,30,30,236,99.6333,58.0258,1.01766,-3.19995,-0.694702,-1.13879,-0.046568,-2.45553,-1.50046
5,36,95,4176,692.133,754.369,1.01983,-4.19332,-0.474967,-0.402216,-1.14662,-2.77403,-1.81582
6,42,48,964,297.467,199.977,1.1451,-4.91195,-0.495915,0.388204,-2.61171,-2.19327,-2.7245
7,48,90,9062,2745.73,2563.44,1.26924,-5.50426,-1.25383,-0.436355,-3.90214,-2.77841,-1.73549
8,54,96,9732,3005.2,3038,1.29872,-5.50985,-1.705,-1.14126,-3.51404,-4.05721,-2.57425
9,60,197,13982,4473.9,4082.86,1.3286,-6.21374,-1.43528,-0.612423,-4.88458,-3.7763,-3.28201
10,66,386,41999,12450.4,11119.9,1.38015,-4.50359,-1.40936,-1.2488,-5.63639,-4.6333,-2.87564
11,72,264,16525,4652.3,4138.31,1.25309,-4.27591,-0.863589,-0.733119,-4.44286,-3.4972,-3.48823
12,78,136,3056,841.1,696.178,1.0994,-4.99128,-0.882396,0.0156793,-4.2885,-2.84875,-2.57518
13,84,366,26242,6203.6,6443.82,1.02498,-5.05628,-0.245406,-1.14803,-5.09247,-3.2562,-2.72381
14,90,812,34842,8409.43,7977.47,0.953052,-5.08068,-0.748473,-1.50695,-5.41822,-3.85571,-3.50404
15,96,611,24394,8116.13,6481.47,0.896486,-4.99592,-1.08774,-1.98682,-4.79933,-4.5946,-3.33018
16,102,310,16887,5431.73,4957.09,0.907146,-5.96726,-1.66608,-2.13185,-6.24969,-4.75562,-4.23358
17,108,205,26465,6360.47,6125.34,0.954634,-6.72935,-2.18783,-1.4596,-7.31818,-4.88351,-3.44184
18,114,62,21864,4939.1,4899.37,1.00708,-7.39027,-2.77695,-1.24846,-7.39499,-5.78894,-3.65123
19,120,105,17348,4493.4,4537.79,0.964293,-7.46123,-2.57638,-1.34326,-7.4549,-5.88481,-3.99648
20,126,175,11580,3093.6,2690.19,0.884487,-7.20023,-2.58103,-0.929522,-6.26581,-4.85447,-3.66028
21,132,167,17035,4661.57,4468.66,0.83785,-7.31928,-1.97023,-0.884828,-6.35242,-5.52348,-3.02431
22,138,117,21946,3637.47,4294.41,0.73104,-6.94499,-2.26929,-0.613561,-6.80027,-5.04525,-3.6277
23,144,90,24805,6931.47,7291.47,0.68022,-5.96306,-1.99024,-0.897114,-6.33607,-4.30961,-3.35044
24,150,753,17688,6021.03,4837.66,0.633468,-6.16069,-1.94376,-1.13905,-5.95086,-4.21545,-2.83132
25,156,223,20566,7457.2,4520.81,0.559712,-6.67111,-1.88679,-1.38051,-6.29534,-4.6282,-3.19667
26,162,212,14379,4712.73,4015.98,0.51699,-6.50353,-2.20048,-1.53741,-6.29792,-4.492,-2.938
27,168,71,10842,3887.23,3320.41,0.535376,-6.81398,-2.09805,-1.64609,-6.11503,-3.97021,-2.64212
28,174,246,17592,4062.63,4079.69,0.523978,-7.11158,-1.91778,-1.10323,-6.36598,-4.21419,-2.52104
29,180,301,12322,4253.23,3150.52,0.477315,-7.07214,-1.79503,-1.07106,-6.29853,-4.49022,-2.63725
30,186,560,22951,6745.13,5608.67,0.474951,-7.0076,-1.4555,-1.28753,-6.79049,-4.38208,-2.90651
31,192,172,58451,8857.5,11652.4,0.489032,-6.79031,-1.27497,-1.2829,-7.11426,-4.56604,-3.14235
32,198,162,27359,8613.5,7622.73,0.502045,-7.17495,-1.31733,-1.46279,-7.45405,-5.12254,-3.22288
33,204,70,41981,7010.33,7945.46,0.549635,-7.27497,-1.05878,-1.37895,-8.09835,-5.25852,-3.71059
34,210,251,22836,7412.4,6068.82,0.57073,-7.75433,-1.51455,-1.45893,-8.62334,-5.52487,-3.82089
35,216,128,51055,8227.03,9810.89,0.586906,-7.38169,-1.80988,-1.47085,-8.7838,-5.04022,-3.81697
36,222,242,17669,5825.07,5564.61,0.604604,-7.65118,-2.13236,-1.62571,-9.10287,-5.58671,-4.33619
37,228,379,35760,8093.3,8248.5,0.70425,-8.79081,-2.15831,-1.56683,-10.7819,-6.34467,-4.27852
38,234,233,39572,9361.63,9484.28,0.729952,-7.45207,-1.5084,-1.34148,-10.2747,-6.19015,-4.57164
39,240,744,31094,9845.4,8790.6,0.715268,-6.86844,-0.753861,-1.47268,-9.25888,-5.42788,-3.98074
40,246,285,32674,9400.87,8299.75,0.61116,-7.17872,-1.34322,-1.4375,-8.39348,-5.4699,-3.68824
41,252,289,34563,7484.1,9296.07,0.626341,-6.52213,-1.66603,-1.35097,-6.74194,-4.71358,-2.85476
42,258,519,60844,12832.3,14739.8,0.647409,-6.35407,-0.932525,-1.8782,-7.12432,-4.27691,-2.68431
43,264,38,65829,17696.4,16423,0.691076,-5.52956,-0.82605,-1.99716,-7.45793,-4.11433,-2.68409
44,270,122,49800,10616.8,12880.9,0.741709,-5.38284,-1.1306,-2.13331,-8.11168,-4.09863,-2.71988
45,276,213,71529,20774.9,17981.5,0.72296,-6.33406,-1.18577,-2.12947,-9.18752,-4.58558,-3.07392
46,282,597,62514,17057.5,15531.4,0.738643,-6.35456,-1.0329,-2.43393,-8.56494,-3.77853,-2.96249
47,288,352,41940,15564.9,12200.3,0.792428,-6.83212,-1.01466,-2.58146,-9.73537,-3.76151,-3.40449
48,294,383,75524,16314.4,17453.7,0.857974,-6.18923,-0.930373,-2.90203,-11.0884,-4.10686,-4.03483
49,300,217,74037,15395.9,16991,0.852717,-5.66737,-1.31713,-2.43647,-10.7938,-4.31232,-3.97393
50,306,287,54162,12586.3,13631.9,0.872361,-6.02766,-1.26266,-3.15398,-12.2222,-4.71755,-4.28241
51,312,379,113287,20873,24214.9,0.837355,-5.19468,-0.655693,-2.74162,-11.1652,-4.7697,-4.09643
52,318,1549,100155,24598,25735.4,0.804243,-5.40667,-0.430514,-2.40729,-10.9187,-5.30469,-4.26326
53,324,597,65204,19122.9,15607.4,0.796573,-5.10251,-0.279178,-2.51462,-10.031,-5.47892,-4.25401
54,330,1040,66798,20520.3,18725.9,0.856449,-5.6039,0.200452,-2.46426,-10.6014,-6.44838,-4.80954
55,336,2368,84821,21606.8,19467.3,0.839669,-6.35168,-0.679998,-2.8389,-12.3436,-6.82021,-5.26463
56,342,362,62047,15459.2,15455.6,0.819972,-5.86847,-0.979959,-2.58283,-10.9287,-6.74662,-4.4445
57,348,512,78346,15972.3,17992.1,0.773448,-5.25661,-0.406443,-3.07067,-10.1656,-6.04021,-4.12953
58,354,2303,70521,25094.8,20241.3,0.737201,-5.5298,-0.322209,-2.45525,-9.61334,-6.71755,-4.28028
59,360,941,73323,23955,19400.4,0.68717,-5.19149,-0.251197,-2.33156,-8.87865,-5.49185,-3.58981
60,366,209,73345,18599.8,20415.3,0.675957,-4.59552,0.0768814,-2.60767,-8.42215,-4.62049,-3.20024
61,372,186,71383,27108,22753.4,0.615267,-4.91099,-0.310152,-2.94596,-9.33908,-4.89134,-3.5391
62,378,293,39132,11848.6,10116.6,0.659405,-4.27585,-0.352702,-2.49401,-7.7956,-4.01675,-3.41785
63,384,349,51584,16997,13058,0.648848,-4.24173,-0.223621,-2.67663,-7.69055,-3.68239,-3.2247
64,390,1151,62171,18482.5,15057.3,0.626785,-4.24502,-0.0250013,-2.38961,-7.31274,-3.7126,-3.29629
65,396,915,72425,14249.7,16852.4,0.559452,-4.54541,-0.492736,-2.60958,-8.51064,-4.42967,-3.70981
66,402,831,43963,18434.5,12729.9,0.550119,-5.23132,-0.723018,-2.73515,-9.29982,-5.60402,-4.02564
67,408,597,77976,15032.8,19243,0.53198,-5.53028,-0.780593,-2.86144,-9.69058,-5.90399,-4.11067
68,414,534,108323,20941.7,24681.6,0.538665,-5.71772,-0.796222,-2.66224,-9.7021,-6.62576,-4.25057
69,420,790,93778,18538.6,19841,0.54084,-5.12826,-0.71985,-2.8016,-8.82784,-6.24874,-4.03252
70,426,904,137915,20073.4,26544.5,0.526523,-5.17795,-0.707715,-2.8539,-8.91001,-6.46466,-3.92878
71,432,734,44981,15684,11854.3,0.499603,-5.32647,-0.970828,-2.79232,-9.08033,-6.7145,-4.08299
72,438,142,46967,12610.8,12057.6,0.468735,-5.03435,-0.680772,-2.86861,-9.25107,-6.11011,-4.33852
73,444,346,50437,13105.3,10636.1,0.462082,-5.51294,-0.870011,-3.04536,-9.95151,-6.01514,-4.0559
74,450,771,55293,18894.2,15277.5,0.432018,-5.26613,-0.627655,-2.89275,-9.50006,-5.77964,-3.85123
75,456,429,81140,23101.5,21143.9,0.404674,-5.61907,-0.695816,-2.97641,-10.146,-6.12029,-4.05616
76,462,575,66998,21645.3,19300,0.431364,-5.95146,-0.624189,-3.00682,-10.804,-6.39982,-4.04021
77,468,695,73401,22603,19989.8,0.450729,-5.7583,-0.717351,-3.32756,-10.506,-5.88304,-3.75117
78,474,1228,67741,21011.9,18937.2,0.424911,-5.57891,-0.676726,-3.077,-9.82926,-5.86749,-3.56432
79,480,481,95641,14872,21861.7,0.436956,-5.1748,-1.03255,-3.12665,-9.32922,-5.50906,-3.52527
80,486,264,85020,18682.1,22454.1,0.450217,-5.01153,-1.08507,-2.9188,-9.42821,-5.70364,-3.58792
81,492,356,76876,17194.6,18446.8,0.434891,-4.75518,-0.869186,-2.79156,-8.98741,-5.65567,-3.57355
82,498,287,66254,19259.4,15616.3,0.412907,-4.91002,-0.771018,-2.88951,-8.56316,-5.75301,-3.56839
83,504,153,52046,16238,11923,0.424226,-4.54411,-0.91596,-2.66205,-7.63187,-5.23776,-3.23247
84,510,373,56663,20135.9,15053.1,0.433227,-4.49741,-0.987319,-2.50034,-7.34051,-5.38869,-3.31864
85,516,335,57120,12736,12811.7,0.412127,-4.56979,-0.832479,-2.46582,-7.60805,-5.09954,-3.266
86,522,374,55548,15947.3,16010.3,0.381094,-4.56435,-0.79416,-2.3822,-7.62443,-5.42873,-3.34629
87,528,288,92497,19605.7,22283.1,0.381972,-4.51057,-0.585579,-2.37621,-7.65395,-5.65378,-3.28298
88,534,392,75609,17351.1,15162.4,0.376244,-4.21291,-0.618518,-2.25482,-7.0229,-5.42003,-3.09843
89,540,460,74263,17857.6,18533.3,0.32142,-4.48659,-0.653161,-2.39076,-7.65022,-5.51204,-3.24238
90,546,564,49176,15807,12191.6,0.297718,-4.2798,-0.471147,-2.38405,-7.43719,-5.28846,-3.21007
91,552,3477,70195,23198.8,17459.1,0.307341,-4.18695,-0.304874,-2.35007,-6.93925,-5.361,-3.08726
92,558,804,151833,20727,31982.3,0.315929,-4.08028,-0.217907,-2.43499,-7.21322,-5.33588,-3.2595
93,564,547,96682,25555.2,23130.9,0.306442,-4.19577,-0.169422,-2.42932,-7.53252,-5.28055,-3.289
94,570,186,73672,16673.8,16534.1,0.287165,-4.34729,-0.150126,-2.51884,-7.62444,-5.41864,-3.2795
95,576,613,59936,19153.8,15996.6,0.274023,-3.94146,-0.142799,-2.37311,-7.10874,-5.13689,-3.09373
96,582,2254,51222,18502.5,14068.7,0.284652,-3.90245,-0.134637,-2.29581,-7.15256,-5.49224,-3.35806
