generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21
0,100,0,8,1.83333,2.24505,2.48836,3.39867,-6.12545,-3.18892,-3.55593,-0.761538,-2.44171,-5.62135,1.77325,-2.87711,-0.642583,-7.08641,-4.13967,-3.33116,3.19029,-5.36205,-2.63708,0.913721,-2.20861,-0.811118,-1.09724,-4.67901
1,200,0,101,37.8667,24.6866,5.98017,-0.332417,-6.73608,-5.52678,-5.74103,-2.16532,-8.63964,-5.32606,0.531853,-9.51246,1.54157,-10.5597,-8.46188,-2.85535,1.12397,-7.48411,-5.9493,4.83666,-5.35782,-0.26551,-14.8566,-21.0043
2,300,16,298,91.2667,58.2474,2.0311,0.572242,-5.89138,-7.6197,-7.98665,-4.41574,-9.22272,-6.50118,-2.92201,-8.93277,3.40817,-13.6866,-7.20105,-5.75048,1.21074,-3.53899,-6.50852,-7.07713,-8.20071,0.45445,-21.6431,-31.1038
3,400,28,190,81.1,39.5477,0.567721,2.05304,-3.4826,-5.05525,-8.27806,-7.2679,-10.3191,-5.09376,-4.69193,-6.8572,4.91458,-19.3476,-6.03108,-11.0653,-2.41369,-5.15098,-18.942,-10.5228,-12.4656,-2.12608,-24.6263,-36.6875
4,500,45,218,101.433,50.9264,-0.409461,1.57017,-5.44793,-2.88389,-6.22248,-4.84926,-8.92695,-5.12859,-7.26441,-7.47067,5.11878,-15.4194,-6.60734,-11.8651,-5.72431,-2.81791,-15.387,-10.4458,-12.5993,-1.91632,-24.0646,-40.5364
5,600,46,273,119.1,58.5882,0.333978,2.38599,-8.09479,0.691773,-7.93282,-4.59054,-7.64803,-6.42071,-7.54761,-8.26883,6.27387,-13.7414,-5.22802,-12.0328,-7.64382,-2.49507,-11.9232,-8.58488,-11.9857,-1.26068,-25.4915,-46.7492
6,700,34,332,139.7,70.5174,-0.0569569,3.4234,-9.35267,1.22954,-7.73765,-4.11015,-6.52944,-6.06512,-4.2936,-9.34147,7.29074,-15.0661,-4.81627,-10.0737,-4.96241,-3.81747,-10.3074,-8.48886,-12.7765,-7.46357,-26.1043,-48.8562
7,800,45,354,182,99.2986,0.982989,4.83059,-10.3547,1.42443,-6.54884,-3.66283,-7.31766,-5.42822,-5.61357,-9.11962,7.19819,-14.1602,-3.46892,-9.41878,-5.7165,-3.98804,-13.7223,-7.93829,-13.1221,-9.49407,-23.2802,-55.9231
8,900,4,1009,291.4,228.375,2.55143,5.66076,-10.3658,-0.221975,-7.93413,-4.17452,-9.12172,-4.69688,-5.01503,-7.05556,6.98082,-12.2576,-3.88894,-9.93279,-6.63,-7.13076,-13.1371,-9.593,-10.5149,-10.5608,-21.5813,-59.981
9,1000,22,1010,245.233,210.509,2.0053,5.0798,-8.75363,-1.32917,-6.61033,-5.41001,-8.58655,-1.70398,-7.37488,-7.16168,8.80296,-15.1279,-1.97835,-9.94481,-6.36464,-7.54488,-14.8953,-10.9389,-11.4408,-11.1622,-19.2104,-58.473
