generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21
0,100,0,10,3.5,3.05975,4.6286,-0.738977,-1.7775,-6.62915,3.23018,-0.152229,0.669607,-4.65913,0.00556092,-5.01209,-3.09271,-5.51641,-6.13196,-0.343776,-3.06332,-1.13426,1.3889,-0.234762,-4.30325,1.11954,-7.56653,-10.7928
1,200,2,28,11.3333,6.51964,3.11985,-4.2567,-7.50314,-5.35879,6.36068,-8.20044,1.2747,-6.83068,-6.38099,-6.13187,-4.78577,-7.04907,-6.79537,4.42797,-7.40633,-1.04409,1.0141,-7.62375,-4.35761,-7.70993,-4.40875,-14.0125
2,300,5,40,18.4,8.0241,-2.1735,-2.98486,-6.90334,-4.19945,5.21233,-12.2773,-1.91508,-8.80713,-15.5436,-7.50905,-5.48132,-8.90171,-10.0807,-2.15245,-5.87646,-3.50954,2.26943,-11.7361,-3.71785,-6.78362,-7.16995,-15.7876
3,400,10,85,41.2,20.8614,1.18759,-2.83653,-3.85505,-4.01603,1.76849,-14.4015,-5.57745,-9.19178,-7.94893,-6.79177,-7.90833,-11.4226,-9.42569,-6.97606,-10.015,-5.94889,-0.409143,-11.4812,-6.01161,-7.02694,-8.24606,-18.9037
4,500,10,100,50.3333,25.1456,-0.683585,-6.09425,-2.54708,-5.26334,2.19325,-14.0311,-2.76272,-8.85051,-3.89648,-8.33357,-6.44943,-7.21064,-7.29874,-9.28549,-13.4118,-5.76844,-0.667605,-12.3063,-6.57709,-8.41104,-10.263,-20.5066
5,600,21,153,69.2,34.9348,-0.284335,-5.37494,-4.00064,-5.92722,0.910151,-15.7743,-6.89667,-10.5271,-2.69005,-8.4439,-3.83474,-10.5421,-8.91577,-8.59806,-9.27998,-6.1065,-3.1231,-9.99017,-6.01596,-9.68374,-13.7145,-23.9112
6,700,21,196,96.3667,47.3639,-4.49577,-2.75414,-2.75429,-6.41185,-0.959204,-14.2216,-6.20638,-9.40677,-1.73109,-9.02405,-2.24587,-12.9334,-7.22328,-10.3013,-9.89439,-6.65476,-6.37798,-8.79426,-6.31128,-6.83504,-16.366,-27.0339
7,800,31,172,101.533,41.2459,-4.20192,-4.26839,-2.10458,-8.1552,-2.35705,-13.147,-5.60864,-9.58823,-0.550664,-10.6641,-2.23068,-13.1686,-7.55612,-11.5631,-8.87169,-8.57377,-7.32486,-9.16281,-7.88613,-7.41512,-16.182,-31.5283
8,900,23,313,106.967,65.413,-3.17269,-5.55964,-3.44874,-10.8627,-4.37607,-12.177,-5.702,-8.64816,-1.11545,-13.0873,-1.26119,-13.0138,-7.0768,-13.4419,-8.87156,-10.7504,-6.89723,-9.48072,-8.46033,-6.53239,-12.3119,-32.9715
9,1000,40,365,144.033,79.9912,-7.29155,-5.36559,-5.17622,-7.64518,-3.18025,-10.5245,-7.21847,-8.60471,-2.83632,-11.3358,-0.591167,-13.5633,-8.30792,-13.0079,-10.7205,-11.2023,-6.95465,-11.1292,-8.39621,-7.93623,-12.3655,-35.821
10,1100,30,313,134.9,73.9741,-9.19915,-4.92093,-6.94386,-5.87196,-3.43971,-10.2046,-7.96862,-9.55644,-2.55545,-12.5211,-1.39334,-14.386,-11.5847,-12.8533,-11.0984,-10.4751,-7.00736,-10.6602,-9.08784,-7.97309,-10.0812,-37.8249
11,1200,37,355,141.6,80.9195,-6.54289,-6.54151,-7.49295,-7.80434,-2.9223,-10.4426,-5.14648,-12.0408,-2.94585,-15.0671,0.283062,-14.6117,-14.0816,-14.1879,-9.75544,-10.9431,-5.74402,-10.7252,-10.7447,-8.66365,-13.9594,-37.171
12,1300,50,348,126.6,71.4194,-3.72204,-6.13924,-7.10915,-8.83542,-4.41233,-10.9123,-7.24457,-12.6408,-3.2471,-13.5119,0.598578,-12.0066,-12.2417,-16.2393,-10.2323,-10.1612,-9.84836,-10.3823,-10.404,-9.00205,-15.9373,-37.7152
