generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21
0,100,0,13,5.3,4.02706,0.184169,-4.00749,1.1442,1.64582,-0.981435,3.80312,-3.20174,-2.52249,-4.43258,-2.20575,7.46049,-6.61287,0.718089,4.32447,5.55235,-4.78234,1.54483,-4.75696,-1.46117,1.01216,-2.76458,-15.6224
1,200,0,21,8,6.0572,4.55233,-9.97324,-1.39276,-3.40249,1.99663,3.3683,-8.91965,-7.31236,-2.83586,-7.73061,5.64401,-8.09459,-1.86842,0.849048,6.33723,-8.09755,3.06146,-5.84343,-0.214002,1.07491,-5.92025,-15.5844
2,300,4,58,26.4667,13.4209,6.65528,-11.0193,-0.217609,-4.4743,-0.140289,2.0184,-5.68283,-8.33488,-2.66459,-12.9981,1.93551,-12.0262,-2.39857,-4.1253,5.40358,-11.0108,-0.475815,-7.32186,-1.45797,-2.30733,-8.61878,-19.3472
3,400,25,126,52.5333,23.3869,9.12503,-8.25421,-0.988418,-7.24493,-4.69387,0.733982,-7.26872,-11.1698,-1.64235,-14.4904,4.10903,-11.5018,-2.34462,-6.50221,0.40602,-14.1973,-8.96494,-13.9363,-3.3287,-6.81715,-15.1649,-18.5031
4,500,32,121,57.7,22.3316,11.0105,-7.36059,-0.897757,-7.86502,-4.03082,1.09226,-8.77082,-11.5745,-1.79498,-12.4877,2.292,-11.9585,-5.05016,-6.97628,-2.63631,-13.81,-8.96507,-14.2491,-4.74589,-8.04345,-18.9754,-21.2008
5,600,29,171,67.3333,32.5506,10.7785,-6.70732,-0.214727,-11.0083,-5.78119,1.74323,-10.2095,-11.4158,-0.979353,-12.7752,1.03462,-11.5754,-6.22089,-8.41533,-1.7297,-13.6348,-9.23069,-13.5979,-5.23439,-2.6323,-18.8972,-22.7151
6,700,23,184,70.4333,40.2481,9.29194,-5.38916,-2.51005,-10.2715,-7.64168,0.202507,-9.87925,-10.4485,0.470932,-14.0053,2.9323,-10.7764,-7.29778,-10.5157,-0.00571212,-12.8415,-9.77238,-11.4469,-4.58978,-3.64835,-20.3165,-24.0547
7,800,26,146,78.2667,37.8025,11.3917,-5.41502,-2.44608,-12.4265,-5.1085,-1.10849,-10.8074,-8.95294,-0.464414,-14.379,1.98841,-9.9794,-5.9487,-9.43389,-0.598692,-12.8639,-10.174,-10.4249,-5.22963,-7.18189,-20.749,-27.1449
8,900,25,128,73.7,28.5176,12.3853,-5.18252,-0.315796,-10.0884,-6.45852,0.635129,-10.971,-6.89731,0.480692,-14.8041,-0.158983,-10.6654,-5.20718,-8.23036,-3.36307,-12.6582,-10.2279,-9.41051,-8.30503,-7.10333,-22.1152,-28.9924
9,1000,20,271,91.3333,52.6677,11.2081,-3.35569,-1.30323,-9.27181,-6.76302,1.83089,-10.2416,-8.78409,0.154821,-12.8765,1.12272,-9.73219,-5.46582,-8.13061,-4.00637,-12.3073,-11.9724,-10.6727,-10.4491,-7.70045,-20.1514,-31.4158
10,1100,27,265,105.667,62.1246,8.88304,-2.49778,-1.30941,-9.98394,-6.47282,0.749151,-7.99834,-9.82953,-2.20209,-11.0493,2.11985,-8.99684,-3.81257,-8.6234,-4.89217,-11.1958,-11.4036,-7.82601,-9.35363,-7.23138,-18.8747,-32.8818
11,1200,44,342,141.7,74.8926,8.95275,-1.10302,-1.44128,-7.98577,-3.55548,-0.326625,-8.28014,-8.60032,-0.364238,-13.3666,1.73681,-9.31735,-3.06273,-9.73122,-5.77605,-11.1047,-10.8635,-7.58589,-9.70707,-6.28609,-17.0846,-33.491
12,1300,38,358,131.433,75.8395,7.69844,-0.28873,-2.81733,-7.38726,-3.31673,-2.58313,-8.23357,-7.89848,0.0114293,-14.3002,1.4456,-9.81473,-4.00957,-11.0616,-5.02432,-11.7156,-11.8534,-9.30168,-9.91823,-6.31338,-16.5255,-36.0977
13,1400,46,381,138.767,71.0962,6.18522,0.103304,-3.29275,-5.89461,-2.68747,-1.48867,-8.23485,-6.75687,0.0427103,-13.0722,1.43371,-10.516,-4.15757,-13.4381,-6.75193,-13.1844,-11.6751,-10.1553,-8.94208,-5.31812,-13.9987,-36.2009
14,1500,26,371,135.533,87.8179,4.39031,-0.642,-3.70718,-6.45043,-3.25094,-2.30425,-7.95464,-5.33027,-2.01738,-13.4528,2.39349,-10.8358,-5.4307,-11.6278,-8.15577,-13.387,-10.0285,-10.068,-9.29473,-5.96988,-17.2951,-36.2409
15,1600,34,364,131.267,82.9732,4.37924,0.613737,-4.54548,-6.45937,-1.40488,-1.75325,-8.58422,-4.18069,-2.88535,-14.208,2.75819,-9.65791,-4.84488,-12.6796,-7.95287,-14.5816,-9.64682,-11.7158,-9.6209,-8.39443,-16.2007,-38.4879
