generation,agents,minScore,maxScore,meanScore,standardDeviation,stepSize,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21
0,13,0,2,0.1,0.402578,0.942588,-0.836269,0.342517,0.36056,-1.06563,-0.429409,-0.250383,0.136571,0.289553,-0.657941,0.0247963,0.602492,0.371201,-0.458633,0.347081,0.610342,0.0785945,0.415088,0.697831,0.192798,0.166597,-0.070625,1.35306
1,26,0,1,0.0333333,0.182574,0.89153,-0.0244286,-0.183136,0.494237,-1.03519,-0.762412,0.362126,-0.530477,0.981143,-0.358708,0.178558,0.0448353,0.13919,-1.04762,0.621745,0.801415,0.636264,0.0351703,0.125961,0.190354,-0.0171679,-0.867011,1.17855
2,39,0,4,0.866667,1.27937,0.87529,0.167053,0.25147,0.344517,-2.20999,-0.690805,0.692688,-0.273381,-0.051735,-0.656833,0.318901,0.405695,-0.0368806,-1.20485,-0.194224,0.889365,1.38382,0.220722,-0.0853058,0.374164,-0.40621,-1.66095,-0.298188
3,52,0,7,0.9,1.53914,0.883623,-0.263861,0.471256,-0.0494411,-2.49296,-0.974445,0.408169,-0.534931,-1.00496,-0.060233,0.996641,0.0046738,-1.05529,-0.331574,-0.609904,1.26661,1.91452,-0.20572,-0.472302,0.287584,-0.732973,-1.41641,-1.15876
4,65,0,11,3.06667,3.21562,0.897706,-0.461063,-0.174377,-0.408643,-2.71123,-0.643556,-0.394859,-0.974086,-1.082,-0.36312,0.816679,0.345907,-1.07187,-0.303366,-0.873931,0.993438,1.98023,-0.852711,-0.678798,-0.231696,0.258996,-1.65436,-2.11734
5,78,0,11,4.1,3.04393,0.91049,-0.938355,-0.441709,-0.679025,-2.94003,-1.23847,-0.535056,-0.73681,-1.84623,-1.14705,0.261322,0.591347,-1.30715,0.763477,-0.985399,1.06977,1.71583,-0.718167,-0.79802,-0.251419,0.0785996,-0.905925,-2.11426
6,91,2,16,7.96667,3.43896,0.930743,-0.95033,-0.319168,-0.897734,-3.79686,-0.370483,-0.751615,-0.619596,-1.99645,-0.817097,-0.286145,0.208536,-1.4159,0.858589,-1.29786,0.980391,1.10518,-1.54356,-1.12896,-1.01681,-0.611268,-0.601355,-2.26555
7,104,0,17,7.93333,3.8231,0.936446,-1.42236,-0.39764,-1.12401,-3.40665,-0.559759,-0.684089,-0.527201,-2.00919,-0.529729,-0.993943,0.290955,-1.22126,1.27658,-1.0433,1.31107,0.674363,-1.08398,-1.60234,-1.16662,-0.521003,0.304374,-2.27445
8,117,0,17,6.46667,5.07008,0.93511,-0.815817,-0.599108,-0.594774,-3.78693,0.149546,-0.306234,-0.508249,-2.44765,0.0319286,-0.658938,0.361383,-1.36388,0.645105,-1.35345,2.13175,1.29265,-1.78343,-0.901273,-1.12104,-0.514477,0.137128,-3.05628
9,130,1,18,7.7,4.37193,0.932168,-0.836991,-0.65902,0.204662,-3.14324,0.356588,-0.121141,-0.546264,-2.83567,-0.1427,-0.896787,0.756293,-1.0839,-0.0624664,-2.04495,1.92709,1.455,-1.58384,-0.903737,-1.64672,-0.617993,0.307739,-3.53256
