generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5
0,100,106,1255,486.433,320.143,-11.0198,2.09956,-1.08942,-9.78819,-2.60163,-9.91446
1,200,695,32013,11845.3,9378.57,-10.9933,4.53839,-4.26645,-15.4862,-4.07655,-6.09375
2,300,3772,57717,23312,16888.2,-10.2297,5.5886,-5.36162,-17.4957,-5.85856,-6.27124
3,400,538,137873,35959.1,30974.8,-9.21906,5.51386,-4.85865,-18.5173,-7.16162,-6.68183
4,500,32,96108,28928.1,23533.2,-8.69173,5.51952,-4.53707,-19.5523,-8.84284,-6.76904
5,600,5351,96737,27155.4,24422.8,-8.90206,5.54496,-4.94084,-19.7427,-10.1467,-6.90894
6,700,150,89056,30699.7,23552.8,-9.53524,5.38261,-5.19411,-19.5613,-10.6495,-6.80812
7,800,776,115662,38764.2,30062.1,-9.15518,5.56085,-5.38836,-19.8052,-12.5626,-6.39915
8,900,920,128459,34445.4,31966.5,-9.36081,5.64154,-5.76275,-19.8083,-12.9763,-6.95208
9,1000,547,108407,31699.1,25892.2,-9.77106,5.16983,-5.77413,-19.9372,-13.8323,-6.7876
10,1100,746,142344,35780.7,36409.1,-9.22088,5.12866,-6.10228,-19.9066,-13.9253,-7.01115
11,1200,676,127253,23670.5,26775.6,-9.63681,5.0811,-6.06729,-19.8832,-13.9029,-7.03763
12,1300,531,139296,34044.4,34621.5,-9.52883,4.8365,-6.28288,-19.8733,-13.8363,-6.84955
13,1400,732,69891,24851.5,22626.4,-10.0782,4.85451,-6.16942,-19.793,-13.5119,-7.07026
14,1500,142,205841,36915.8,40972.6,-10.1209,4.87873,-6.13792,-19.7237,-13.327,-6.98923
15,1600,1056,155528,29324.1,30585.5,-10.1106,4.9349,-6.17621,-19.609,-13.4003,-6.94068
16,1700,2414,82843,25684.5,21439.6,-10.0634,4.91372,-6.14876,-19.5434,-13.3406,-6.87487
17,1800,102,103624,22591.7,21002.9,-10.1281,4.872,-6.13605,-19.205,-13.1809,-6.85164
18,1900,308,143058,35867.5,31065.4,-10.0674,4.85608,-6.13247,-19.2395,-13.1893,-6.86427
19,2000,296,110053,27100.7,24473.6,-9.87579,4.85137,-6.13276,-19.4009,-13.2439,-6.8661
20,2100,843,96467,35527.7,29488.9,-10.0684,4.84256,-6.09076,-19.5094,-13.2661,-6.90023
21,2200,77,127013,26552.3,29040.6,-10.0061,4.82861,-6.10396,-20.0544,-13.2445,-6.89925
22,2300,578,213084,38065,51053,-10.0481,4.82542,-6.10871,-20.0219,-13.2687,-6.90745
23,2400,310,99064,29792.7,27875.2,-10.0321,4.8621,-6.10984,-19.923,-13.2581,-6.91318
24,2500,933,126983,36417.7,32438.5,-9.95831,4.90859,-6.11011,-20.0786,-13.2328,-6.9113
25,2600,122,182960,32544.3,36570.7,-9.89845,4.90655,-6.08594,-20.0751,-13.2167,-6.9146
26,2700,68,187231,24586.6,34248.8,-9.87081,4.90543,-6.08861,-20.1579,-13.1761,-6.91613
27,2800,671,100782,26158.4,20054.6,-9.85313,4.90182,-6.10319,-20.0761,-13.1945,-6.90696
28,2900,1431,150173,30625.3,32327.3,-9.84722,4.89826,-6.08842,-20.0478,-13.1871,-6.91216
29,3000,428,167143,33637.6,35233.8,-9.84,4.8886,-6.10711,-20.2025,-13.2183,-6.90214
30,3100,4607,233674,50912.3,54163.1,-9.82315,4.87934,-6.09643,-20.1588,-13.1847,-6.89982
31,3200,482,141160,35324.9,32435,-9.82438,4.90099,-6.07972,-20.1443,-13.1888,-6.8969
32,3300,2074,137139,37368,33911.8,-9.81669,4.90229,-6.08314,-20.1389,-13.205,-6.90451
33,3400,471,139195,28330.1,30771.1,-9.81654,4.89066,-6.0797,-19.9515,-13.2161,-6.90615
34,3500,1067,107892,32022.9,28230.2,-9.81794,4.8885,-6.07729,-20.0748,-13.2265,-6.91021
