generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21
0,100,1,47,17.3333,11.2873,-2.11303,2.74062,-3.24465,-4.92712,-2.21085,-8.98012,-7.0772,-3.12867,-2.18262,-3.62965,-0.623588,-6.46301,-5.04859,-7.87471,-1.1867,-5.6815,-5.50157,3.47471,-8.74321,-3.31349,-2.57325,-14.2377
1,200,1,42,12.3667,8.09207,-5.91957,-1.26919,-6.20628,-1.42807,-1.96078,-13.8747,-10.0484,-4.95294,-2.69559,-3.20032,3.17732,-10.8051,-5.41644,-15.4521,-5.25761,-9.37477,-4.74273,0.476462,-8.8128,-3.92999,-2.89206,-16.5022
2,300,7,54,26,11.5758,-4.22399,-2.1706,-8.80851,-4.01373,-5.86926,-12.1815,-10.3547,-2.62808,-1.07897,-5.3527,3.15983,-12.7646,-7.40232,-20.1559,-7.48527,-7.86568,-9.76773,-2.01243,-9.83734,-1.66841,-4.12735,-20.8264
3,400,22,96,50.4667,19.6218,-4.31634,-4.52575,-12.8392,-2.89653,-4.45551,-11.5581,-9.92522,-3.40095,-3.53066,-5.56517,2.3952,-17.0433,-7.5266,-17.1469,-12.7758,-11.1739,-10.7437,-7.05351,-13.3667,-2.46765,-6.67561,-22.2018
4,500,26,149,71.8667,30.2413,-6.48402,-3.92795,-11.2127,-3.36704,-2.50393,-11.0404,-11.8294,-5.34206,-5.25018,-7.11615,-0.136905,-15.103,-8.44088,-18.5994,-13.6932,-7.40855,-10.0505,-7.4141,-12.9783,-4.31719,-8.50855,-24.2302
5,600,24,293,85.0333,51.7364,-5.87643,-5.12867,-11.4607,-3.79749,-2.96005,-9.23479,-9.35207,-6.8917,-5.90143,-10.1363,-0.32194,-15.6094,-11.0306,-17.2401,-14.6474,-6.41211,-8.7413,-9.31353,-12.1947,-3.00709,-11.9361,-25.4227
6,700,27,177,80.7333,40.8436,-5.22927,0.894666,-14.6173,-2.6965,-4.60667,-9.07964,-8.22687,-9.39291,-5.05171,-12.184,-0.343877,-16.2907,-9.03427,-18.8138,-14.7645,-7.80963,-10.0767,-9.93034,-13.3225,-1.96775,-12.6259,-26.6015
7,800,21,223,105.533,54.2744,-8.05815,2.05352,-14.0621,-3.67267,-4.12808,-10.4446,-8.98776,-7.64918,-2.04617,-10.6507,3.25257,-15.3353,-8.66466,-18.2843,-16.664,-7.27989,-9.39077,-9.69603,-13.3347,-5.51607,-7.59208,-29.6571
8,900,42,275,116.933,53.8478,-8.64167,2.84773,-14.0296,-3.95031,-4.3056,-11.5055,-10.4142,-9.30407,-3.81385,-10.7699,3.48119,-15.7584,-6.59149,-19.6311,-18.3471,-7.5546,-14.205,-9.28686,-11.5699,-6.37786,-9.35108,-35.9461
9,1000,49,293,120.7,58.5616,-11.759,4.28464,-13.0897,-4.12655,-6.40346,-11.3092,-9.94643,-10.154,-7.0659,-12.2719,4.61226,-16.1262,-6.01434,-16.4784,-18.6511,-7.34707,-15.033,-7.75908,-10.4572,-5.60998,-9.91242,-36.7821
10,1100,43,355,149.567,89.6378,-12.9377,4.77618,-12.9485,-5.34924,-7.37774,-13.4711,-12.3042,-6.20527,-8.06305,-12.0694,3.24228,-12.849,-6.72241,-15.3921,-16.5268,-8.85478,-18.0144,-7.01958,-10.8057,-6.79133,-12.7182,-39.1847
11,1200,60,481,190.567,100.061,-13.4921,2.51099,-13.7461,-7.06387,-7.30691,-15.2333,-12.0561,-5.77016,-7.72854,-11.164,2.15403,-13.1465,-7.73572,-14.936,-15.8952,-8.80109,-14.9722,-7.86617,-11.938,-6.88598,-12.0332,-39.3113
12,1300,59,399,164.1,100.463,-10.5745,2.77784,-15.0798,-4.28465,-6.71888,-15.4355,-12.1363,-3.2154,-8.54621,-10.6361,3.13263,-15.4507,-9.36307,-16.0673,-13.6136,-8.81097,-12.7311,-7.73908,-12.7701,-6.496,-14.3137,-40.3994
13,1400,51,399,164.933,72.6792,-13.2556,3.32254,-13.9824,-2.23531,-7.09044,-13.2929,-12.099,-3.18076,-8.54469,-11.6407,4.11591,-15.9993,-7.50196,-16.2456,-13.9945,-8.20105,-12.3491,-8.18155,-13.0409,-6.08065,-13.9365,-41.4344
14,1500,66,323,176.233,67.2872,-13.1392,3.24513,-13.1001,-3.22071,-7.43163,-13.4914,-13.8532,-3.81519,-8.76142,-12.5323,3.86022,-15.1355,-6.99509,-14.7048,-14.5131,-7.84253,-13.4505,-9.19281,-13.2025,-7.79123,-14.8117,-43.6579
15,1600,26,317,154.167,68.9128,-11.605,2.08079,-13.5958,-1.47389,-8.17668,-14.9081,-16.2719,-3.69867,-9.4728,-11.1374,3.41201,-15.3932,-7.53371,-14.8401,-12.9748,-7.9146,-15.6048,-11.6273,-11.4036,-7.70771,-15.2295,-48.84
16,1700,59,742,226.1,167.503,-3.78629,2.77386,-14.8149,-3.98138,-8.31543,-12.3395,-14.7946,-4.16703,-8.85797,-13.3301,3.21854,-16.9407,-7.29457,-13.3864,-13.0004,-8.90277,-15.468,-13.4681,-11.5093,-8.73598,-13.8544,-51.068
17,1800,61,992,244.567,189.556,-9.25061,2.65004,-15.9486,-5.93607,-6.45185,-11.3401,-14.6688,-3.71581,-8.26486,-12.5683,3.44184,-16.9054,-6.62406,-12.6661,-12.9091,-9.60515,-16.9883,-11.921,-10.8206,-10.555,-13.0494,-52.2435
18,1900,10,783,270.3,186.426,-14.6651,2.60344,-15.1666,-6.98195,-7.83812,-11.1309,-12.6527,-3.86674,-8.81622,-11.8924,3.87746,-17.4038,-7.50938,-11.8407,-12.2012,-9.96406,-16.8055,-10.5941,-9.8098,-10.8642,-8.85304,-51.6034
19,2000,51,718,294.6,190.595,-13.9586,1.52199,-15.298,-7.24146,-7.37929,-11.4718,-14.2042,-5.90324,-9.49708,-14.0227,4.93033,-16.6122,-6.87355,-11.6505,-10.1516,-10.4876,-16.6611,-10.7474,-12.2262,-13.3316,-10.1911,-56.0945
20,2100,17,904,262.433,218.231,-16.9114,3.30355,-16.4015,-7.02321,-8.60115,-11.1887,-13.6177,-5.32667,-9.91705,-13.5143,2.23063,-17.6451,-5.94796,-10.4281,-9.7599,-8.8336,-17.4023,-10.3311,-13.1181,-11.8692,-11.2973,-57.6431
21,2200,28,864,316.967,240.834,-14.7805,3.46664,-16.7399,-7.76074,-11.6953,-9.69972,-12.2923,-2.76725,-9.77789,-13.5807,3.39824,-17.0762,-6.25457,-10.1694,-9.69808,-10.8637,-16.4697,-10.2066,-12.1447,-11.0861,-10.37,-57.5401
22,2300,108,857,284.433,166.319,-14.7233,2.2002,-16.8276,-8.24826,-9.96555,-9.98185,-13.4045,-3.21809,-10.6267,-12.3035,4.28923,-15.6996,-6.90039,-9.05985,-11.2661,-10.9409,-16.8524,-10.0255,-12.9,-10.982,-12.0658,-57.9496
23,2400,58,824,231.567,189.372,-15.9101,1.37604,-16.5995,-7.02021,-8.57376,-9.34949,-17.8799,-1.43695,-10.7864,-12.3562,3.6006,-16.0362,-6.44501,-9.83272,-10.9609,-12.5191,-18.4374,-10.8474,-12.18,-10.847,-9.46093,-61.5249
24,2500,40,1147,436.067,326.183,-13.4227,0.541142,-14.711,-7.61324,-9.36863,-10.1744,-16.4844,-2.29503,-10.3479,-13.5275,1.89672,-15.025,-6.65815,-10.8143,-12.496,-11.6186,-17.7642,-10.6078,-12.1821,-11.6398,-10.4605,-63.9983
25,2600,60,1359,344.133,263.932,-10.3173,0.90688,-17.0827,-6.55673,-9.88279,-8.50895,-17.0503,-2.35484,-9.63147,-13.1863,1.09334,-13.4871,-5.88467,-10.7953,-12.6651,-10.9856,-18.122,-10.4035,-14.5237,-13.2369,-9.2415,-64.2179
26,2700,10,960,313.3,221.635,-13.7169,0.235679,-17.6651,-6.73537,-10.2915,-7.05528,-14.4697,-5.22056,-10.7947,-13.359,2.71926,-13.0957,-6.03362,-10.9868,-13.2964,-11.6109,-19.1361,-10.4725,-13.9231,-13.016,-7.34318,-63.9486
27,2800,72,1749,368.8,322.749,-13.7731,0.617986,-17.0963,-6.39856,-9.71826,-7.3929,-15.5922,-5.28445,-10.6385,-13.6353,2.36428,-13.1666,-8.3708,-11.8758,-14.6107,-11.7145,-19.6597,-11.6195,-15.1026,-12.3285,-6.21235,-63.0746
28,2900,21,1294,288.767,272.945,-13.9609,1.76615,-16.465,-4.3574,-9.43745,-7.12234,-15.1591,-6.52698,-10.7418,-13.9236,3.21767,-13.642,-8.48961,-11.8548,-12.4858,-12.4405,-19.0447,-11.5678,-16.3112,-13.829,-5.84262,-62.3153
29,3000,38,1121,372.567,247.452,-12.5906,2.84591,-17.2577,-3.41448,-9.67966,-6.93671,-14.8976,-4.51829,-10.0064,-13.4799,3.20867,-14.2719,-8.86165,-12.0606,-13.8629,-13.3439,-18.5693,-11.2443,-15.7869,-14.3713,-5.77036,-62.183
30,3100,102,822,336.533,192.564,-13.9187,1.76124,-18.0559,-3.306,-11.3066,-5.26098,-14.692,-5.87675,-9.76665,-13.6341,3.90321,-15.3557,-6.48065,-12.151,-13.8827,-13.4447,-18.0795,-10.4136,-15.7104,-13.5334,-5.35693,-63.963
