generation,agents,minScore,maxScore,meanScore,standardDeviation,stepSize,w0,w1,w2,w3,w4,w5
0,6,25,308,136,76.9572,0.991506,-0.640107,0.240361,-0.191119,-0.587578,-1.32901,-1.49161
1,12,316,15563,4824.13,4173.73,1.01627,-1.53835,-0.658739,-0.319136,-1.588,-1.6952,-0.986418
2,18,325,22280,6339.7,5495.74,1.21067,-2.91065,-0.633601,-0.835444,-2.12201,-3.79371,-2.12441
3,24,129,21302,5383.43,4506.55,1.35686,-2.56439,0.00552212,-1.22647,-1.89861,-5.00236,-0.619729
4,30,73,48419,13244.1,12559.3,1.38461,-2.84479,0.135823,-1.11506,-1.96353,-5.32291,-1.92999
5,36,85,8649,3542.13,2552.58,1.45054,-3.41153,1.57086,-1.90589,-1.4844,-6.08718,-1.77673
6,42,195,41498,10506.3,10126,1.63535,-4.7174,2.24069,-2.39649,-2.90211,-8.7649,-3.29506
7,48,100,24392,5663.83,6018.68,1.61497,-4.16683,2.28902,-2.06668,-2.6888,-8.14952,-3.53983
8,54,233,16972,4834.53,4341.38,1.55654,-5.70576,2.51268,-2.20324,-2.53789,-8.21915,-2.95856
9,60,121,6457,1696.6,1621.05,1.64698,-6.13651,4.42922,-2.5176,-1.75348,-9.81792,-2.46557
10,66,106,1392,408.033,273.409,1.63616,-5.84744,3.66765,-3.02105,-0.461138,-7.77877,-0.892129
11,72,118,4521,1217.93,1132.11,1.61545,-7.61852,5.0566,-2.11398,-2.02185,-9.25115,-3.13376
12,78,182,10167,3001.13,2799.62,1.68579,-8.73621,5.36574,-1.74365,-4.69784,-10.5757,-3.97563
13,84,93,7318,2296.87,2193.07,1.84052,-10.9413,5.53724,-1.29636,-6.23739,-13.0435,-4.74327
14,90,184,2513,1030.03,729.949,1.92621,-11.4433,5.53164,-0.37119,-5.57662,-14.1267,-6.72731
15,96,92,5402,1135.47,1216.61,2.1099,-14.7959,6.33053,-0.894059,-5.46575,-17.4181,-6.9514
16,102,135,13389,2589.5,2987.11,2.15939,-15.227,5.85221,-1.72709,-6.89918,-19.1155,-8.56715
17,108,168,12931,3328.83,3644.39,2.23031,-16.1622,7.27045,-1.36644,-9.14293,-21.8393,-9.39092
18,114,106,21060,6057.37,4847.63,2.69126,-18.8516,9.134,-4.0362,-14.4209,-25.9657,-12.0227
19,120,93,21771,4917.87,5589.3,2.65873,-16.6152,4.42601,-1.18601,-11.7983,-20.7171,-9.61825
20,126,181,9336,2181.2,2199.12,2.41526,-18.5427,7.11975,-1.02329,-10.5979,-22.6141,-11.2756
21,132,236,13112,3947.3,3396.33,2.36135,-19.6554,8.667,-2.74957,-13.7431,-26.5262,-10.9997
22,138,418,11766,4716.73,3468.22,2.19924,-14.5106,5.83128,-2.4429,-10.8491,-21.9164,-10.514
23,144,109,7853,2491.33,1899.3,2.10504,-12.9286,6.36879,-1.43501,-11.0418,-19.588,-10.8933
24,150,427,13826,5404.83,3580.55,2.00789,-11.8424,7.34523,-2.24574,-9.04874,-17.1115,-8.5991
25,156,303,23176,8934.73,7541.9,1.9066,-11.7236,6.47304,-3.61859,-9.79959,-16.8509,-8.28628
26,162,545,134488,21119.9,28739.8,2.0311,-10.0715,7.28851,-4.65573,-10.9546,-17.0888,-6.22045
27,168,1057,50931,13865.6,14909,2.12858,-7.72361,5.76846,-5.22947,-8.58945,-16.2015,-5.24742
28,174,173,95378,16879.3,21600.4,2.18011,-4.88532,3.56633,-4.08633,-6.21342,-12.0854,-2.79395
29,180,305,61176,10593.4,12916.9,2.08137,-6.11715,5.13896,-5.1144,-5.90771,-13.4367,-3.06491
30,186,157,52605,14155.7,11595.4,1.96067,-7.85955,4.49608,-5.71681,-8.75038,-14.9208,-3.51328
31,192,2194,75651,20847.6,17123,1.76264,-8.22446,4.95191,-5.64019,-9.38601,-14.8818,-5.53814
32,198,312,34945,12313.1,9858.47,1.72472,-6.62388,3.49834,-6.71231,-9.42484,-15.0884,-4.35976
33,204,899,86611,16657.9,16246.9,1.50951,-7.26385,3.95086,-6.24606,-9.45198,-15.1744,-4.1746
