generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5
0,100,67,1421,508.333,402.951,-9.11824,7.10407,-7.41434,-5.68993,-10.3646,-6.85081
1,200,146,16156,4836.6,4261.67,-11.3753,5.96151,-7.98096,-10.5356,-18.0634,-8.21264
2,300,268,74081,21146.6,16024.9,-9.71541,6.43656,-7.59639,-14.8183,-17.9353,-6.61353
3,400,479,176736,29701.9,34613.2,-10.3657,5.68134,-7.69997,-15.078,-23.2461,-7.61583
4,500,279,132608,22538.5,27128.9,-10.7177,7.39219,-7.69673,-15.7733,-27.3723,-7.61246
5,600,150,96413,27929.4,25437.6,-11.0122,6.41806,-7.73218,-14.9661,-26.5569,-7.92561
6,700,103,141359,29952.1,36373,-11.0859,7.53579,-7.67729,-15.6295,-25.6397,-8.09899
7,800,2460,114994,24637.7,22413.8,-10.5448,7.18186,-7.70218,-15.2562,-26.0075,-9.06594
8,900,362,107030,22990.5,25191.3,-10.841,7.39961,-7.64983,-15.212,-27.0292,-9.33868
9,1000,656,175121,34970.4,41454.3,-10.6928,6.8753,-7.57276,-15.3314,-28.6078,-9.07146
10,1100,1929,76626,26581.8,19506.2,-10.7695,6.94598,-7.6165,-15.3952,-28.8594,-9.13184
11,1200,380,124476,29327.5,29023.9,-10.9604,6.55963,-7.66646,-15.5119,-28.883,-9.02431
12,1300,611,71407,22507.1,18277.7,-11.1046,6.48451,-7.74687,-15.6861,-28.7973,-9.02729
13,1400,479,111087,26755.2,28275.2,-11.2832,6.61813,-7.71809,-15.9501,-28.5858,-8.69366
14,1500,399,183521,34491.7,42291.3,-11.6677,6.89567,-7.6935,-15.7614,-28.7321,-8.54713
15,1600,3201,127056,28231.7,27111.5,-11.8287,6.84469,-7.67462,-15.1371,-28.4458,-8.43084
16,1700,1949,107291,25640.6,22953.8,-11.9329,6.9419,-7.68466,-15.207,-28.155,-8.54599
17,1800,78,122229,27115.4,27507.5,-11.813,6.79725,-7.71928,-15.0667,-28.841,-8.40509
18,1900,271,106895,27627.8,24125.6,-11.7268,6.91072,-7.74488,-14.8316,-28.3648,-8.54027
19,2000,331,54281,19364.8,15379.3,-12.0672,6.69247,-7.74498,-14.7375,-28.3301,-8.45679
20,2100,1918,84652,30357.6,20999.9,-11.9166,6.63379,-7.75264,-14.8438,-28.3672,-8.44021
21,2200,75,51096,20660.6,15762.1,-11.9675,6.94855,-7.7494,-14.7414,-28.4292,-8.3488
22,2300,761,105337,33540.7,29168,-11.8668,6.55366,-7.7327,-14.6769,-28.4121,-8.44123
23,2400,261,89110,29116.4,27000,-12.0003,6.64631,-7.74874,-14.824,-28.604,-8.64976
24,2500,961,81197,19934.6,20109.7,-12.0651,6.63864,-7.77848,-14.9499,-28.4872,-8.60618
25,2600,85,133181,24386,25032,-12.0552,6.48353,-7.77212,-14.8883,-28.6292,-8.50474
26,2700,1047,117307,32607.6,27564.4,-12.0624,6.38857,-7.79559,-15.0686,-28.7551,-8.53499
27,2800,417,111339,32243.3,30215,-11.9814,6.45167,-7.80746,-15.1828,-28.6726,-8.61344
28,2900,373,223120,27434.5,39932.7,-12.1028,6.44153,-7.77736,-15.2118,-28.6977,-8.59356
29,3000,638,211694,42450.7,48756.6,-12.102,6.45396,-7.77126,-15.3036,-28.688,-8.56699
30,3100,1302,82234,27786.1,24777.2,-12.0953,6.477,-7.75929,-15.2581,-28.6746,-8.59597
31,3200,127,81578,24199,21666.7,-12.0974,6.48551,-7.73073,-15.1754,-28.5922,-8.66513
32,3300,609,75072,23732.7,19603.7,-12.1662,6.51493,-7.72356,-15.1225,-28.4834,-8.73159
33,3400,2100,88425,25341.8,18569.4,-12.0692,6.55721,-7.72659,-15.083,-28.4679,-8.74413
34,3500,333,130468,31620.4,30050.8,-11.9802,6.54188,-7.72858,-15.1416,-28.5049,-8.72305
35,3600,272,193096,33220.1,38567.3,-11.8477,6.52197,-7.74795,-15.397,-28.6327,-8.83369
36,3700,87,120858,26949.5,26973,-11.9575,6.50455,-7.73946,-15.44,-28.7249,-8.77283
37,3800,283,74954,18852.2,18679.6,-11.9443,6.50132,-7.74834,-15.5803,-28.5199,-8.78458
38,3900,338,118334,29638,29462.7,-12.0038,6.49307,-7.7473,-15.5772,-28.5102,-8.7217
39,4000,1111,138953,37514,33389.1,-11.9612,6.49797,-7.74149,-15.5289,-28.663,-8.72892
40,4100,2145,133026,26726.1,26447.7,-11.9984,6.49206,-7.74787,-15.5321,-28.9588,-8.74964
41,4200,2319,152204,27720.1,31471.8,-12.0136,6.49746,-7.74432,-15.5013,-28.8276,-8.7744
42,4300,1074,95456,28991.2,26138.9,-12.0395,6.49263,-7.75974,-15.4103,-28.6533,-8.75302
43,4400,266,104289,26285.7,23967.7,-12.0227,6.49001,-7.76109,-15.3097,-28.4712,-8.79226
44,4500,1480,150232,30785.3,31326.1,-12.0041,6.48975,-7.75337,-15.3803,-28.4971,-8.80833
45,4600,1008,105382,30429.1,28239,-12.0305,6.48645,-7.75383,-15.4545,-28.4816,-8.80155
46,4700,1406,116816,41635.2,33997.2,-12.0369,6.48993,-7.75224,-15.3992,-28.4402,-8.79686
47,4800,988,125247,37178.9,33944.7,-12.054,6.49719,-7.75625,-15.4104,-28.3557,-8.7866
48,4900,889,117699,25235.5,25896.2,-12.0311,6.49593,-7.75321,-15.4204,-28.3142,-8.78355
49,5000,1851,97208,25530.9,26894.3,-12.0415,6.497,-7.75281,-15.4156,-28.2601,-8.78077
50,5100,394,84573,21172.4,21995.4,-12.0138,6.50391,-7.75634,-15.4174,-28.2149,-8.77864
51,5200,848,94448,21821,23484.4,-12.0136,6.50879,-7.75634,-15.414,-28.2205,-8.78103
52,5300,862,107046,30095.8,23014.8,-12.0626,6.50465,-7.75485,-15.4108,-28.2271,-8.77943
53,5400,346,75368,26898,19508.1,-12.0468,6.5005,-7.75366,-15.3989,-28.2298,-8.7813
54,5500,1346,89930,25935.5,24489.9,-12.0525,6.50498,-7.74984,-15.406,-28.2412,-8.78293
55,5600,523,224314,40607,45293.4,-12.0698,6.50422,-7.74406,-15.4123,-28.2412,-8.77916
56,5700,1195,141878,27595.9,29226.5,-12.0564,6.50379,-7.73771,-15.4079,-28.2357,-8.77886
57,5800,697,112166,32170.3,31714,-12.0778,6.5068,-7.73307,-15.4007,-28.2348,-8.78117
58,5900,841,98444,24733.9,21182.7,-12.0752,6.50605,-7.73484,-15.3947,-28.2355,-8.78101
59,6000,3264,122102,34904.6,29568.6,-12.0752,6.5059,-7.73838,-15.3994,-28.2338,-8.78036
60,6100,537,98948,31531,28875.7,-12.0702,6.50638,-7.74144,-15.4057,-28.2341,-8.78109
61,6200,2284,121080,31976.7,28680.4,-12.0706,6.50568,-7.74292,-15.3989,-28.2334,-8.78165
62,6300,828,90540,27785.1,25868.8,-12.0732,6.50524,-7.74765,-15.3994,-28.2348,-8.78272
63,6400,460,107022,27869.8,30275.6,-12.0704,6.50578,-7.74583,-15.3964,-28.2336,-8.78328
64,6500,960,129119,36660.1,29655.4,-12.069,6.50635,-7.74789,-15.3998,-28.2324,-8.78056
65,6600,575,101928,33248.9,30267.5,-12.0713,6.50537,-7.74672,-15.3978,-28.2325,-8.78209
66,6700,988,124413,28045.3,30837.3,-12.071,6.50668,-7.74764,-15.4015,-28.2357,-8.78092
67,6800,1557,87450,31162.6,24413.2,-12.0709,6.50626,-7.74668,-15.4025,-28.2339,-8.78131
68,6900,157,117192,40860.3,36077.4,-12.0723,6.50564,-7.74659,-15.4043,-28.2349,-8.78127
69,7000,432,101046,35962.6,29279.9,-12.0724,6.50558,-7.74692,-15.4053,-28.2312,-8.78101
70,7100,711,202893,30083.5,38565.5,-12.0713,6.50543,-7.7468,-15.4064,-28.2323,-8.78096
71,7200,325,102070,31124.1,24362.2,-12.0719,6.50564,-7.74639,-15.4069,-28.2318,-8.78114
72,7300,3154,147084,45357.9,37021.1,-12.0725,6.50492,-7.74644,-15.4061,-28.2306,-8.78088
73,7400,1866,120518,22113.4,26382.5,-12.0725,6.50487,-7.74617,-15.4062,-28.2293,-8.78066
74,7500,744,130717,32317,34039.6,-12.073,6.50554,-7.74598,-15.4061,-28.2304,-8.78046
75,7600,463,88996,29849.9,24148.5,-12.0732,6.50523,-7.74599,-15.4065,-28.2298,-8.78073
76,7700,3605,148537,30666.5,29202.3,-12.0717,6.50528,-7.74637,-15.407,-28.2298,-8.78092
77,7800,140,68916,23001.1,19763.7,-12.0715,6.5054,-7.74641,-15.4064,-28.2297,-8.78136
78,7900,405,189204,35625.9,41414.9,-12.0704,6.50512,-7.74623,-15.4064,-28.2298,-8.78133
79,8000,2861,166222,32539.9,36248.3,-12.0698,6.50475,-7.74597,-15.4063,-28.2299,-8.78141
80,8100,4521,90643,32500.3,20108,-12.0694,6.50464,-7.74615,-15.4064,-28.2298,-8.78153
