generation,agents,minScore,maxScore,meanScore,standardDeviation,stepSize,w0,w1,w2,w3,w4,w5
0,6,0,0,0,0,0.945198,-0.169356,0.626952,0.992279,-1.07988,0.250748,0.620284
1,12,0,2,0.433333,0.626062,0.844513,-0.16724,0.130287,0.899054,-1.16079,-0.358103,-0.00168792
2,18,7,88,33.1667,17.0032,0.865637,-0.59506,-0.964894,0.428956,-1.51607,-1.10561,-0.884523
3,24,41,312,128.467,64.9699,0.889362,-1.51488,-0.482572,0.325846,-1.22926,-1.58442,-1.31371
4,30,121,4801,1773.2,1459.37,0.906425,-1.9231,-0.484512,-0.285427,-1.74806,-1.67274,-1.55889
5,36,152,6719,2412.63,1836.55,0.934057,-2.45212,-0.0140756,-1.08102,-1.8574,-1.53021,-0.611945
6,42,72,3863,1001.17,833.814,1.04369,-3.33794,0.705532,-1.88359,-2.48756,-2.26371,-1.02275
7,48,207,3913,1124.93,881.726,1.01532,-2.753,0.325848,-1.61579,-1.67035,-2.71482,-0.832149
8,54,243,2868,1005.03,712.41,0.946165,-2.84169,-0.283043,-1.85466,-2.08315,-2.61117,-0.633251
9,60,371,16577,3881.03,3979.66,1.00145,-2.90711,-0.389953,-2.35609,-3.21563,-4.06467,-0.949737
10,66,161,28955,7862.43,7865.65,1.0173,-2.17548,0.00849102,-2.36262,-3.65741,-3.94422,-1.34938
11,72,1175,85249,17886.1,18418.6,0.921704,-2.59149,0.28291,-1.48629,-3.06096,-3.22911,-1.82767
12,78,151,21995,4232.37,4745.17,0.847963,-2.90879,0.271877,-2.46203,-3.51653,-3.54926,-1.93571
13,84,760,89167,19712.8,20315.1,0.783951,-2.14773,0.11062,-1.66082,-3.91501,-3.306,-1.79285
14,90,178,49972,8846.9,12533.1,0.741968,-3.15153,0.182726,-2.04678,-4.19638,-2.89407,-1.71871
15,96,897,135662,28453,28458.1,0.697433,-2.79214,0.259104,-1.15787,-3.79767,-2.38339,-1.20251
16,102,1005,55843,13087.6,14397.2,0.672959,-2.37943,-0.252709,-0.531543,-3.39291,-2.2488,-1.12763
17,108,86,37187,10814.7,11056,0.646327,-2.02914,-0.313219,-0.761408,-4.14631,-2.32311,-1.04446
18,114,295,39546,10028.2,10273.2,0.62681,-2.4337,-0.813147,-0.964997,-3.76984,-2.00352,-1.58749
19,120,199,12831,2812.27,2793.26,0.682465,-1.49906,-0.645802,-0.556134,-3.22576,-0.752686,-0.987566
20,126,784,48933,11327.6,10863.2,0.682955,-1.31896,-0.336388,-0.839446,-3.66736,-0.90618,-0.979874
21,132,1527,69445,24563.6,19605.7,0.663166,-2.24319,0.287795,-1.46483,-4.35935,-1.56783,-1.0436
22,138,91,38107,13322.8,11870.9,0.647147,-2.70935,0.0558493,-1.49798,-4.93486,-1.78607,-1.08541
23,144,511,53568,14140,13928.2,0.616838,-2.82126,0.0237539,-1.46614,-4.99238,-1.50257,-1.25135
24,150,646,32218,10834.9,7737.89,0.574387,-2.91795,0.275266,-1.37445,-4.04162,-1.76141,-0.944704
25,156,232,20267,6805.7,5531.49,0.588518,-3.25215,0.836195,-1.09153,-4.1403,-1.81672,-0.805641
26,162,491,40785,9923.77,10483.7,0.562655,-3.40246,0.791627,-1.45076,-4.33687,-1.72483,-1.33152
27,168,932,80304,15641.1,16399.4,0.514187,-2.74807,0.191979,-1.32934,-4.27802,-1.10169,-1.27582
28,174,214,60173,17672.5,15025.9,0.500291,-2.54187,-0.430125,-1.15961,-4.39663,-1.08093,-1.28593
29,180,225,38617,10872.5,10367.3,0.531609,-2.88017,-0.646347,-1.26902,-5.21063,-1.37998,-1.23385
30,186,148,17084,4738.97,4274.89,0.581126,-2.52355,-1.07732,-1.54079,-5.21595,-1.47454,-1.98488
31,192,438,60701,10174.3,13268.4,0.550002,-3.03956,-0.621525,-1.69933,-4.84127,-1.76171,-1.95277
32,198,324,20769,5630.43,5100.05,0.533474,-2.67266,-0.177225,-1.82379,-4.38258,-1.23523,-1.93396
33,204,405,36552,12799.2,8165.51,0.506183,-2.82093,-0.601428,-1.53179,-5.30014,-1.10626,-1.73402
34,210,198,48154,11193.7,11374.8,0.469079,-3.18975,-0.750078,-1.81572,-5.20007,-1.7835,-1.77292
35,216,105,51542,8888.53,11227.4,0.488115,-3.67189,-0.811092,-1.86457,-5.66239,-2.20678,-1.51066
36,222,1283,32269,11234.6,9317.24,0.464523,-3.62963,-0.5557,-1.88801,-5.63017,-2.20533,-1.40074
37,228,898,49598,17456.1,14414.4,0.459293,-3.71984,-0.478428,-1.60715,-5.6893,-2.52984,-1.35799
38,234,658,92164,15120.9,18930.3,0.408124,-3.52063,-0.487819,-1.55057,-5.63648,-2.25398,-1.53187
39,240,1717,55499,15201,15250.9,0.392696,-3.70481,-0.202308,-1.59808,-5.6765,-1.96936,-1.66326
40,246,389,85359,23303.7,22654.7,0.369342,-3.44591,-0.240843,-1.41224,-5.76977,-1.86658,-1.58858
41,252,811,70006,18235,16377,0.402146,-3.24636,0.0502559,-0.980021,-5.7051,-1.79269,-1.43938
42,258,50,18078,5589.27,5024.71,0.458492,-3.40966,0.279503,-0.687346,-5.58284,-1.32626,-1.0768
43,264,225,25918,7711.87,6768.9,0.490459,-4.23137,0.262575,-1.22611,-5.93038,-1.73439,-1.20151
44,270,545,37828,9627.23,9111.62,0.486959,-4.3111,0.154887,-1.80532,-5.89085,-1.84,-1.33705
45,276,287,48125,14014.3,12496.9,0.452764,-4.11756,0.0812109,-1.84358,-6.08843,-1.80432,-1.31315
46,282,533,38030,12077.5,9454.61,0.413296,-4.07708,-0.104386,-1.87976,-6.18935,-1.77929,-1.27998
47,288,282,34702,9303.77,9702.31,0.373379,-3.92239,-0.231871,-1.57946,-5.94557,-1.62247,-1.14049
48,294,306,29568,8476.8,8139.2,0.359602,-3.85886,-0.0743758,-1.86114,-6.04679,-1.88159,-1.01779
49,300,94,28995,9183.83,7734.87,0.340545,-3.61888,0.0120377,-1.73596,-5.78786,-1.75009,-0.989296
50,306,753,51813,12548.3,13020.5,0.355929,-3.5835,0.216987,-2.06391,-5.59118,-1.74366,-1.05816
