generation,agents,minScore,maxScore,meanScore,standardDeviation,stepSize,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21
0,13,0,2,0.1,0.402578,0.939008,0.710959,-0.276044,0.514501,0.467093,-0.2301,-0.753485,-0.0076318,-0.168792,0.0880073,0.41123,0.548296,0.226353,0.628165,-0.115559,-0.811621,0.565684,-0.0547183,-0.557887,0.790396,-0.768533,0.823917,-0.541089
1,26,0,5,1.56667,1.65432,0.905588,1.22743,-0.116363,0.579559,0.854882,0.144955,-0.960827,0.13915,-0.973639,-0.320889,0.658938,-0.0552299,-0.729703,0.297103,0.0665692,-0.634327,0.269277,-0.392092,-1.73869,0.841913,-0.529622,0.949258,-0.678039
2,39,0,7,1.93333,1.52978,0.862804,0.685624,-0.631744,-0.0582408,0.37175,0.129702,-0.469607,-0.426186,-0.970046,0.0753759,0.273033,-0.14073,-0.29959,0.81744,-0.0940055,-1.00923,0.110037,-0.504272,-1.79131,0.943061,-0.236495,1.65384,-0.880026
3,52,0,14,4.8,3.51744,0.834981,0.0797332,-0.635753,-0.607804,0.353584,0.0565258,-0.575211,-0.357933,-1.19205,0.314221,0.560896,0.153603,-0.419389,0.589789,0.588365,-1.46595,-0.514739,-0.916174,-1.67767,1.4248,-0.80053,0.655493,-1.56892
4,65,1,16,5.6,3.17968,0.80635,0.607386,-0.672146,-0.415286,0.684913,0.050259,-0.667176,-0.684703,-1.47681,0.525288,0.898796,0.0108909,-0.761398,0.630607,-0.0777585,-1.00103,-0.441989,-0.613559,-2.08743,1.55045,-0.819893,-0.147884,-1.6992
5,78,2,11,5.63333,2.31164,0.793193,1.78827,-0.676271,-0.430584,0.837064,-0.594608,-0.562751,0.314896,-2.03488,0.718275,0.230388,0.546798,-1.01225,0.718187,-0.30137,-1.45215,-0.269013,-1.24385,-1.23275,1.43983,-0.745405,0.0934961,-1.85489
6,91,2,18,7.3,3.84304,0.791767,1.98511,-0.096748,-0.101921,1.04597,-0.829078,-1.00712,0.0196162,-2.15778,0.301871,-0.0633106,0.670097,-1.54561,0.466452,-0.431811,-1.0733,-0.290647,-1.67926,-1.93476,1.44045,-1.43125,-0.311685,-2.0864
7,104,0,14,5.36667,3.53781,0.793756,1.97834,0.116279,-0.452918,1.12723,-0.799997,-1.06892,-0.4257,-2.68078,0.761013,-0.569292,0.567155,-1.82927,0.276696,-0.286362,-1.07603,0.651039,-1.53879,-1.93931,1.07962,-1.19298,-0.908745,-2.0519
8,117,2,26,8.76667,4.8115,0.793067,1.50288,0.518536,-0.927857,0.809607,-1.0668,-2.01067,-0.384061,-2.90219,0.251127,-0.261134,0.612312,-1.97412,0.412116,-0.548958,-1.38703,0.624998,-0.822105,-2.14749,0.711831,-0.894495,-0.971121,-2.29289
9,130,2,19,10.8,3.75454,0.785908,1.27513,1.01474,-1.13919,0.614928,-0.765305,-2.01122,-0.966423,-2.70946,-0.0434324,-0.467321,0.848242,-1.86505,0.491332,-0.330607,-1.73472,0.0727717,-1.12165,-2.2291,0.0927443,-1.31336,-0.955508,-2.32923
10,143,4,28,12.3,4.56486,0.799677,1.20872,0.871683,-1.5847,1.08329,-1.08491,-1.75681,-1.33918,-2.94641,-0.0374567,-0.859016,0.909729,-1.57705,0.0351692,-0.412667,-1.40129,0.0258243,-1.2374,-3.32791,-0.0995185,-1.7269,-1.70389,-2.84657
11,156,3,50,27.0667,11.3925,0.821074,1.55075,0.493494,-1.84043,1.37494,-0.68809,-2.06123,-0.53942,-3.05157,-0.000168683,-1.27837,0.572469,-0.620519,-0.286216,-0.02952,-1.6221,-0.0986977,-1.45617,-3.41823,-0.925358,-1.42158,-2.1894,-3.06853
12,169,17,103,49.7333,22.6928,0.838527,0.436471,0.319378,-1.894,0.766255,-0.228745,-1.7636,-0.0283759,-2.36351,0.571196,-1.61491,0.404711,-0.709531,-0.776957,-0.826378,-2.03039,-0.275999,-1.65691,-3.65096,-0.863763,-0.951883,-2.45787,-3.15869
13,182,19,85,44.2,16.2659,0.86787,-0.838553,0.540915,-2.46598,0.875038,-1.27821,-1.2432,0.190178,-2.27573,0.599527,-0.860414,0.630285,-0.975894,-1.32818,-0.536576,-2.30609,-0.544009,-2.19685,-4.27274,-0.600396,-1.04914,-2.38157,-3.15498
14,195,16,104,53.5333,24.1614,0.899089,-0.817685,0.971954,-2.41487,0.876047,-0.627906,-1.3691,0.0283248,-2.14902,-0.435347,-0.752433,0.320529,-1.53889,-1.50058,-0.516737,-2.45608,-0.730882,-2.5669,-4.61445,-0.662494,-0.659087,-2.93535,-4.14226
15,208,25,109,52.6333,20.285,0.925359,-0.793198,0.90242,-2.83478,0.975038,-0.533003,-1.73959,-0.414992,-1.77317,-0.163488,-0.787571,0.752469,-1.55942,-1.66108,-0.337452,-2.01649,0.463707,-2.19726,-5.4238,-0.994137,-0.850708,-2.92691,-4.81536
