generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21
0,100,1,16,7.3,4.72083,3.83669,6.07867,-3.00976,-6.73498,-0.74769,-1.94978,-4.56453,-0.779671,-7.6542,-2.96285,0.754901,-4.80444,-1.54058,1.16536,-3.1502,-4.06808,1.39849,-3.13191,-3.2929,-6.6133,-4.94111,-8.85009
1,200,9,77,42.3,18.7472,2.41497,4.18634,-3.29773,-3.4589,-3.12466,-5.40068,-7.38653,-4.02098,-9.87822,0.513877,-2.43234,-3.63158,1.04077,-0.563762,-4.13337,-5.76896,-5.23469,-8.59984,-5.07267,-5.36409,-10.361,-15.8869
2,300,20,84,48.2333,18.1653,4.58928,1.59709,-3.26716,-1.98088,-3.82875,-4.07698,-6.7045,-2.50656,-10.9321,-1.21223,-2.56801,-4.13285,-0.903095,-4.07502,-6.03499,-4.70863,-9.26908,-12.3368,-10.5259,-16.5825,-13.8564,-15.4355
3,400,12,91,33.3,18.113,3.50577,0.440971,-4.81873,-3.698,-3.99029,-4.15221,-7.45705,-4.98882,-12.0911,-4.87658,-1.59181,-4.90937,-0.948391,-7.36308,-9.90708,-8.38346,-7.92605,-14.0685,-17.4081,-15.1976,-19.6208,-15.5177
4,500,22,149,60.1333,30.9368,0.470462,-2.45782,-6.99816,-7.91085,-4.45071,-7.46645,-9.42681,-6.76073,-13.2592,-6.25328,-0.444143,-3.26574,-0.8674,-8.97467,-9.22315,-7.66181,-8.70409,-15.126,-14.4486,-13.5068,-23.989,-19.3802
5,600,26,138,72.7667,31.4266,0.243566,-2.76065,-7.52475,-7.76846,-4.74091,-6.88238,-9.04567,-6.28898,-12.8489,-6.23556,-1.04804,-4.86382,-1.14539,-9.01078,-10.1507,-7.64204,-10.417,-11.9366,-9.45671,-13.1741,-22.5917,-20.065
6,700,24,141,71.4,29.2334,0.364925,-4.67769,-6.88837,-7.12763,-4.7401,-7.46978,-8.57378,-6.28205,-12.6589,-5.71834,-0.0968355,-5.21903,-1.23029,-9.38031,-8.10605,-8.38349,-11.4241,-13.4007,-6.71079,-16.1304,-20.1216,-23.4492
7,800,37,287,110.367,51.6477,-0.0863951,-4.92689,-6.0294,-8.29373,-5.20947,-6.88063,-8.46438,-5.02403,-12.6796,-6.71202,-0.243222,-5.00922,-1.14982,-9.17551,-7.60657,-7.8,-9.38851,-12.7215,-8.42754,-12.4589,-15.2083,-24.9107
8,900,30,257,107.267,61.8736,-0.498604,-4.91141,-6.46381,-9.81141,-5.60486,-5.22203,-8.5768,-4.31708,-12.4764,-6.72439,-0.693833,-6.52387,-1.38465,-9.50694,-7.49809,-8.09444,-8.43127,-11.0545,-9.47225,-11.4017,-11.8183,-25.1752
9,1000,18,585,168.933,122.739,-2.98868,-4.07246,-7.04148,-9.78217,-5.62322,-5.29485,-8.42893,-5.20042,-11.9165,-7.15223,-0.417433,-6.65843,-2.00344,-9.78629,-7.92707,-8.56141,-8.93866,-10.23,-9.16381,-11.0441,-7.42543,-26.3967
10,1100,35,291,155.367,59.508,-1.89425,-3.87802,-6.45201,-10.2154,-5.8945,-5.43017,-8.77431,-5.87154,-10.818,-6.99137,-0.737693,-6.47387,-1.80848,-9.59034,-7.41479,-8.87592,-9.24388,-9.84748,-10.2953,-8.07734,-6.49468,-26.722
11,1200,49,317,185.467,74.2655,-1.61993,-5.50325,-6.17015,-10.3948,-5.79786,-5.10231,-8.73989,-6.06141,-10.6408,-7.12451,-1.40546,-6.20005,-2.05923,-9.50894,-7.61938,-8.90618,-8.55648,-9.6351,-9.46482,-8.81596,-5.62684,-28.3849
